# p ,r
3.165622287339382446e-01 2.658653173063461606e-01
3.165945639972835290e-01 2.658853177063541517e-01
3.166268991060764981e-01 2.659053181063621429e-01
3.166592340601351863e-01 2.659253185063701341e-01
3.166915688592769063e-01 2.659453189063781253e-01
3.167239035033196926e-01 2.659653193063861165e-01
3.167562379920818016e-01 2.659853197063941632e-01
3.167885723253806574e-01 2.660053201064021544e-01
3.168209065030342941e-01 2.660253205064101456e-01
3.168532405248606909e-01 2.660453209064181368e-01
3.168855743906781042e-01 2.660653213064261280e-01
3.169179081003044018e-01 2.660853217064341192e-01
3.169502416535574518e-01 2.661053221064421659e-01
3.169825750502555106e-01 2.661253225064501571e-01
3.170149082902169457e-01 2.661453229064581483e-01
3.170472413732594030e-01 2.661653233064661395e-01
3.170795742992013611e-01 2.661853237064741307e-01
3.171119070678611873e-01 2.662053241064821218e-01
3.171442396790568607e-01 2.662253245064901686e-01
3.171765721326065823e-01 2.662453249064981597e-01
3.172089044283291637e-01 2.662653253065061509e-01
3.172412365660423061e-01 2.662853257065141421e-01
3.172735685455645993e-01 2.663053261065221333e-01
3.173059003667143552e-01 2.663253265065301245e-01
3.173382320293103853e-01 2.663453269065381157e-01
3.173705635331709463e-01 2.663653273065461624e-01
3.174028948781143500e-01 2.663853277065541536e-01
3.174352260639591305e-01 2.664053281065621448e-01
3.174675570905240996e-01 2.664253285065701360e-01
3.174998879576272914e-01 2.664453289065781272e-01
3.175322186650877954e-01 2.664653293065861184e-01
3.175645492127244229e-01 2.664853297065941651e-01
3.175968796003552086e-01 2.665053301066021563e-01
3.176292098277990750e-01 2.665253305066101475e-01
3.176615398948751112e-01 2.665453309066181387e-01
3.176938698014017959e-01 2.665653313066261298e-01
3.177261995471975520e-01 2.665853317066341210e-01
3.177585291320818572e-01 2.666053321066421677e-01
3.177908585558733012e-01 2.666253325066501589e-01
3.178231878183903625e-01 2.666453329066581501e-01
3.178555169194524632e-01 2.666653333066661413e-01
3.178878458588784706e-01 2.666853337066741325e-01
3.179201746364871961e-01 2.667053341066821237e-01
3.179525032520975625e-01 2.667253345066901704e-01
3.179848317055288809e-01 2.667453349066981616e-01
3.180171599965997964e-01 2.667653353067061528e-01
3.180494881251296202e-01 2.667853357067141440e-01
3.180818160909375525e-01 2.668053361067221352e-01
3.181141438938426824e-01 2.668253365067301264e-01
3.181464715336642657e-01 2.668453369067381731e-01
3.181787990102212249e-01 2.668653373067461643e-01
3.182111263233329823e-01 2.668853377067541555e-01
3.182434534728187936e-01 2.669053381067621467e-01
3.182757804584979144e-01 2.669253385067701378e-01
3.183081072801896005e-01 2.669453389067781290e-01
3.183404339377136072e-01 2.669653393067861757e-01
3.183727604308886905e-01 2.669853397067941669e-01
3.184050867595345502e-01 2.670053401068021581e-01
3.184374129234709416e-01 2.670253405068101493e-01
3.184697389225168984e-01 2.670453409068181405e-01
3.185020647564920093e-01 2.670653413068261317e-01
3.185343904252157521e-01 2.670853417068341229e-01
3.185667159285083261e-01 2.671053421068421696e-01
3.185990412661882654e-01 2.671253425068501608e-01
3.186313664380759358e-01 2.671453429068581520e-01
3.186636914439908708e-01 2.671653433068661432e-01
3.186960162837526034e-01 2.671853437068741344e-01
3.187283409571808335e-01 2.672053441068821256e-01
3.187606654640955939e-01 2.672253445068901723e-01
3.187929898043164179e-01 2.672453449068981635e-01
3.188253139776628942e-01 2.672653453069061547e-01
3.188576379839551111e-01 2.672853457069141458e-01
3.188899618230130462e-01 2.673053461069221370e-01
3.189222854946565655e-01 2.673253465069301282e-01
3.189546089987054245e-01 2.673453469069381749e-01
3.189869323349796004e-01 2.673653473069461661e-01
3.190192555032991817e-01 2.673853477069541573e-01
3.190515785034838681e-01 2.674053481069621485e-01
3.190839013353540254e-01 2.674253485069701397e-01
3.191162239987297977e-01 2.674453489069781309e-01
3.191485464934311067e-01 2.674653493069861776e-01
3.191808688192779853e-01 2.674853497069941688e-01
3.192131909760907993e-01 2.675053501070021600e-01
3.192455129636897482e-01 2.675253505070101512e-01
3.192778347818946982e-01 2.675453509070181424e-01
3.193101564305261264e-01 2.675653513070261336e-01
3.193424779094047317e-01 2.675853517070341803e-01
3.193747992183502138e-01 2.676053521070421715e-01
3.194071203571829942e-01 2.676253525070501627e-01
3.194394413257237164e-01 2.676453529070581538e-01
3.194717621237927463e-01 2.676653533070661450e-01
3.195040827512102277e-01 2.676853537070741362e-01
3.195364032077968042e-01 2.677053541070821274e-01
3.195687234933732856e-01 2.677253545070901741e-01
3.196010436077595385e-01 2.677453549070981653e-01
3.196333635507764281e-01 2.677653553071061565e-01
3.196656833222447647e-01 2.677853557071141477e-01
3.196980029219848585e-01 2.678053561071221389e-01
3.197303223498172975e-01 2.678253565071301301e-01
3.197626416055631138e-01 2.678453569071381768e-01
3.197949606890425622e-01 2.678653573071461680e-01
3.198272796000766749e-01 2.678853577071541592e-01
3.198595983384858732e-01 2.679053581071621504e-01
3.198919169040914667e-01 2.679253585071701416e-01
3.199242352967139880e-01 2.679453589071781328e-01
3.199565535161741914e-01 2.679653593071861795e-01
3.199888715622931090e-01 2.679853597071941707e-01
3.200211894348914954e-01 2.680053601072021618e-01
3.200535071337902715e-01 2.680253605072101530e-01
3.200858246588105249e-01 2.680453609072181442e-01
3.201181420097734542e-01 2.680653613072261354e-01
3.201504591864998139e-01 2.680853617072341821e-01
3.201827761888104695e-01 2.681053621072421733e-01
3.202150930165269527e-01 2.681253625072501645e-01
3.202474096694701289e-01 2.681453629072581557e-01
3.202797261474610857e-01 2.681653633072661469e-01
3.203120424503210217e-01 2.681853637072741381e-01
3.203443585778716352e-01 2.682053641072821848e-01
3.203766745299332919e-01 2.682253645072901760e-01
3.204089903063276901e-01 2.682453649072981672e-01
3.204413059068762504e-01 2.682653653073061584e-01
3.204736213314003379e-01 2.682853657073141496e-01
3.205059365797208182e-01 2.683053661073221408e-01
3.205382516516594449e-01 2.683253665073301319e-01
3.205705665470379717e-01 2.683453669073381787e-01
3.206028812656770421e-01 2.683653673073461698e-01
3.206351958073984654e-01 2.683853677073541610e-01
3.206675101720240506e-01 2.684053681073621522e-01
3.206998243593751075e-01 2.684253685073701434e-01
3.207321383692728900e-01 2.684453689073781346e-01
3.207644522015394295e-01 2.684653693073861813e-01
3.207967658559963131e-01 2.684853697073941725e-01
3.208290793324647949e-01 2.685053701074021637e-01
3.208613926307667952e-01 2.685253705074101549e-01
3.208937057507242896e-01 2.685453709074181461e-01
3.209260186921586433e-01 2.685653713074261373e-01
3.209583314548917210e-01 2.685853717074341840e-01
3.209906440387454429e-01 2.686053721074421752e-01
3.210229564435416738e-01 2.686253725074501664e-01
3.210552686691017787e-01 2.686453729074581576e-01
3.210875807152480665e-01 2.686653733074661488e-01
3.211198925818026240e-01 2.686853737074741399e-01
3.211522042685871492e-01 2.687053741074821867e-01
3.211845157754233959e-01 2.687253745074901778e-01
3.212168271021337285e-01 2.687453749074981690e-01
3.212491382485400671e-01 2.687653753075061602e-01
3.212814492144644429e-01 2.687853757075141514e-01
3.213137599997287763e-01 2.688053761075221426e-01
3.213460706041558201e-01 2.688253765075301893e-01
3.213783810275669950e-01 2.688453769075381805e-01
3.214106912697847762e-01 2.688653773075461717e-01
3.214430013306314171e-01 2.688853777075541629e-01
3.214753112099291155e-01 2.689053781075621541e-01
3.215076209075000691e-01 2.689253785075701453e-01
3.215399304231666422e-01 2.689453789075781365e-01
3.215722397567516988e-01 2.689653793075861832e-01
3.216045489080764930e-01 2.689853797075941744e-01
3.216368578769641107e-01 2.690053801076021656e-01
3.216691666632369162e-01 2.690253805076101568e-01
3.217014752667174404e-01 2.690453809076181479e-01
3.217337836872278256e-01 2.690653813076261391e-01
3.217660919245908802e-01 2.690853817076341858e-01
3.217983999786291904e-01 2.691053821076421770e-01
3.218307078491648432e-01 2.691253825076501682e-01
3.218630155360208689e-01 2.691453829076581594e-01
3.218953230390197984e-01 2.691653833076661506e-01
3.219276303579842735e-01 2.691853837076741418e-01
3.219599374927370472e-01 2.692053841076821885e-01
3.219922444431008168e-01 2.692253845076901797e-01
3.220245512088982243e-01 2.692453849076981709e-01
3.220568577899519669e-01 2.692653853077061621e-01
3.220891641860851307e-01 2.692853857077141533e-01
3.221214703971203019e-01 2.693053861077221445e-01
3.221537764228806777e-01 2.693253865077301912e-01
3.221860822631885668e-01 2.693453869077381824e-01
3.222183879178676102e-01 2.693653873077461736e-01
3.222506933867402279e-01 2.693853877077541648e-01
3.222829986696293392e-01 2.694053881077621559e-01
3.223153037663583076e-01 2.694253885077701471e-01
3.223476086767502746e-01 2.694453889077781938e-01
3.223799134006277156e-01 2.694653893077861850e-01
3.224122179378141606e-01 2.694853897077941762e-01
3.224445222881328621e-01 2.695053901078021674e-01
3.224768264514066285e-01 2.695253905078101586e-01
3.225091304274587678e-01 2.695453909078181498e-01
3.225414342161126435e-01 2.695653913078261965e-01
3.225737378171913972e-01 2.695853917078341877e-01
3.226060412305181702e-01 2.696053921078421789e-01
3.226383444559163260e-01 2.696253925078501701e-01
3.226706474932093949e-01 2.696453929078581613e-01
3.227029503422206846e-01 2.696653933078661525e-01
3.227352530027732813e-01 2.696853937078741437e-01
3.227675554746910480e-01 2.697053941078821904e-01
3.227998577577970707e-01 2.697253945078901816e-01
3.228321598519149904e-01 2.697453949078981728e-01
3.228644617568683928e-01 2.697653953079061639e-01
3.228967634724807523e-01 2.697853957079141551e-01
3.229290649985755990e-01 2.698053961079221463e-01
3.229613663349764630e-01 2.698253965079301930e-01
3.229936674815072073e-01 2.698453969079381842e-01
3.230259684379913621e-01 2.698653973079461754e-01
3.230582692042523463e-01 2.698853977079541666e-01
3.230905697801143006e-01 2.699053981079621578e-01
3.231228701654009772e-01 2.699253985079701490e-01
3.231551703599357950e-01 2.699453989079781957e-01
3.231874703635428392e-01 2.699653993079861869e-01
3.232197701760457509e-01 2.699853997079941781e-01
3.232520697972687262e-01 2.700054001080021693e-01
3.232843692270350178e-01 2.700254005080101605e-01
3.233166684651691547e-01 2.700454009080181517e-01
3.233489675114951667e-01 2.700654013080261984e-01
3.233812663658364728e-01 2.700854017080341896e-01
3.234135650280172136e-01 2.701054021080421808e-01
3.234458634978619185e-01 2.701254025080501719e-01
3.234781617751942839e-01 2.701454029080581631e-01
3.235104598598383951e-01 2.701654033080661543e-01
3.235427577516185038e-01 2.701854037080742010e-01
3.235750554503586396e-01 2.702054041080821922e-01
3.236073529558830542e-01 2.702254045080901834e-01
3.236396502680157217e-01 2.702454049080981746e-01
3.236719473865815044e-01 2.702654053081061658e-01
3.237042443114041546e-01 2.702854057081141570e-01
3.237365410423080903e-01 2.703054061081221482e-01
3.237688375791177298e-01 2.703254065081301949e-01
3.238011339216575468e-01 2.703454069081381861e-01
3.238334300697514045e-01 2.703654073081461773e-01
3.238657260232243873e-01 2.703854077081541685e-01
3.238980217819006358e-01 2.704054081081621597e-01
3.239303173456046792e-01 2.704254085081701509e-01
3.239626127141608247e-01 2.704454089081781976e-01
3.239949078873939903e-01 2.704654093081861888e-01
3.240272028651285940e-01 2.704854097081941799e-01
3.240594976471888877e-01 2.705054101082021711e-01
3.240917922333997336e-01 2.705254105082101623e-01
3.241240866235862716e-01 2.705454109082181535e-01
3.241563808175725869e-01 2.705654113082262002e-01
3.241886748151834863e-01 2.705854117082341914e-01
3.242209686162438875e-01 2.706054121082421826e-01
3.242532622205785420e-01 2.706254125082501738e-01
3.242855556280120344e-01 2.706454129082581650e-01
3.243178488383693936e-01 2.706654133082661562e-01
3.243501418514757040e-01 2.706854137082742029e-01
3.243824346671552172e-01 2.707054141082821941e-01
3.244147272852334063e-01 2.707254145082901853e-01
3.244470197055351335e-01 2.707454149082981765e-01
3.244793119278851501e-01 2.707654153083061677e-01
3.245116039521086515e-01 2.707854157083141589e-01
3.245438957780307221e-01 2.708054161083222056e-01
3.245761874054763352e-01 2.708254165083301968e-01
3.246084788342703531e-01 2.708454169083381879e-01
3.246407700642381933e-01 2.708654173083461791e-01
3.246730610952051066e-01 2.708854177083541703e-01
3.247053519269960664e-01 2.709054181083621615e-01
3.247376425594362681e-01 2.709254185083701527e-01
3.247699329923511291e-01 2.709454189083781994e-01
3.248022232255659558e-01 2.709654193083861906e-01
3.248345132589056106e-01 2.709854197083941818e-01
3.248668030921957883e-01 2.710054201084021730e-01
3.248990927252618510e-01 2.710254205084101642e-01
3.249313821579292716e-01 2.710454209084181554e-01
3.249636713900230789e-01 2.710654213084262021e-01
3.249959604213690789e-01 2.710854217084341933e-01
3.250282492517927446e-01 2.711054221084421845e-01
3.250605378811191604e-01 2.711254225084501757e-01
3.250928263091743542e-01 2.711454229084581669e-01
3.251251145357837991e-01 2.711654233084661580e-01
3.251574025607729679e-01 2.711854237084742048e-01
3.251896903839672781e-01 2.712054241084821959e-01
3.252219780051929243e-01 2.712254245084901871e-01
3.252542654242752684e-01 2.712454249084981783e-01
3.252865526410396169e-01 2.712654253085061695e-01
3.253188396553122752e-01 2.712854257085141607e-01
3.253511264669192715e-01 2.713054261085222074e-01
3.253834130756855236e-01 2.713254265085301986e-01
3.254156994814374482e-01 2.713454269085381898e-01
3.254479856840007401e-01 2.713654273085461810e-01
3.254802716832014831e-01 2.713854277085541722e-01
3.255125574788652054e-01 2.714054281085621634e-01
3.255448430708182128e-01 2.714254285085702101e-01
3.255771284588863668e-01 2.714454289085782013e-01
3.256094136428953623e-01 2.714654293085861925e-01
3.256416986226716714e-01 2.714854297085941837e-01
3.256739833980413779e-01 2.715054301086021749e-01
3.257062679688302320e-01 2.715254305086101660e-01
3.257385523348642620e-01 2.715454309086182128e-01
3.257708364959701064e-01 2.715654313086262039e-01
3.258031204519738488e-01 2.715854317086341951e-01
3.258354042027010733e-01 2.716054321086421863e-01
3.258676877479786405e-01 2.716254325086501775e-01
3.258999710876328559e-01 2.716454329086581687e-01
3.259322542214898033e-01 2.716654333086661599e-01
3.259645371493756216e-01 2.716854337086742066e-01
3.259968198711167831e-01 2.717054341086821978e-01
3.260291023865399818e-01 2.717254345086901890e-01
3.260613846954710793e-01 2.717454349086981802e-01
3.260936667977369363e-01 2.717654353087061714e-01
3.261259486931639695e-01 2.717854357087141626e-01
3.261582303815786510e-01 2.718054361087222093e-01
3.261905118628072309e-01 2.718254365087302005e-01
3.262227931366765699e-01 2.718454369087381917e-01
3.262550742030133621e-01 2.718654373087461829e-01
3.262873550616437468e-01 2.718854377087541740e-01
3.263196357123945845e-01 2.719054381087621652e-01
3.263519161550931247e-01 2.719254385087702119e-01
3.263841963895650622e-01 2.719454389087782031e-01
3.264164764156375909e-01 2.719654393087861943e-01
3.264487562331377934e-01 2.719854397087941855e-01
3.264810358418919756e-01 2.720054401088021767e-01
3.265133152417271090e-01 2.720254405088101679e-01
3.265455944324701654e-01 2.720454409088182146e-01
3.265778734139480055e-01 2.720654413088262058e-01
3.266101521859871015e-01 2.720854417088341970e-01
3.266424307484148692e-01 2.721054421088421882e-01
3.266747091010583359e-01 2.721254425088501794e-01
3.267069872437440847e-01 2.721454429088581706e-01
3.267392651762993649e-01 2.721654433088662173e-01
3.267715428985511483e-01 2.721854437088742085e-01
3.268038204103267397e-01 2.722054441088821997e-01
3.268360977114529442e-01 2.722254445088901909e-01
3.268683748017568447e-01 2.722454449088981820e-01
3.269006516810659124e-01 2.722654453089061732e-01
3.269329283492073412e-01 2.722854457089141644e-01
3.269652048060079919e-01 2.723054461089222111e-01
3.269974810512956132e-01 2.723254465089302023e-01
3.270297570848970659e-01 2.723454469089381935e-01
3.270620329066396548e-01 2.723654473089461847e-01
3.270943085163510178e-01 2.723854477089541759e-01
3.271265839138582932e-01 2.724054481089621671e-01
3.271588590989892298e-01 2.724254485089702138e-01
3.271911340715705774e-01 2.724454489089782050e-01
3.272234088314305289e-01 2.724654493089861962e-01
3.272556833783961117e-01 2.724854497089941874e-01
3.272879577122949635e-01 2.725054501090021786e-01
3.273202318329544447e-01 2.725254505090101698e-01
3.273525057402027483e-01 2.725454509090182165e-01
3.273847794338666239e-01 2.725654513090262077e-01
3.274170529137741537e-01 2.725854517090341989e-01
3.274493261797530308e-01 2.726054521090421900e-01
3.274815992316308377e-01 2.726254525090501812e-01
3.275138720692352678e-01 2.726454529090581724e-01
3.275461446923942366e-01 2.726654533090662191e-01
3.275784171009353263e-01 2.726854537090742103e-01
3.276106892946862303e-01 2.727054541090822015e-01
3.276429612734749197e-01 2.727254545090901927e-01
3.276752330371295874e-01 2.727454549090981839e-01
3.277075045854777602e-01 2.727654553091061751e-01
3.277397759183471870e-01 2.727854557091142218e-01
3.277720470355661719e-01 2.728054561091222130e-01
3.278043179369626858e-01 2.728254565091302042e-01
3.278365886223642556e-01 2.728454569091381954e-01
3.278688590915994072e-01 2.728654573091461866e-01
3.279011293444961672e-01 2.728854577091541778e-01
3.279333993808825065e-01 2.729054581091621690e-01
3.279656692005863405e-01 2.729254585091702157e-01
3.279979388034362509e-01 2.729454589091782069e-01
3.280302081892601529e-01 2.729654593091861980e-01
3.280624773578861286e-01 2.729854597091941892e-01
3.280947463091425376e-01 2.730054601092021804e-01
3.281270150428580168e-01 2.730254605092101716e-01
3.281592835588603707e-01 2.730454609092182183e-01
3.281915518569779033e-01 2.730654613092262095e-01
3.282238199370394738e-01 2.730854617092342007e-01
3.282560877988729420e-01 2.731054621092421919e-01
3.282883554423068895e-01 2.731254625092501831e-01
3.283206228671696758e-01 2.731454629092581743e-01
3.283528900732901601e-01 2.731654633092662210e-01
3.283851570604962578e-01 2.731854637092742122e-01
3.284174238286167724e-01 2.732054641092822034e-01
3.284496903774803411e-01 2.732254645092901946e-01
3.284819567069154900e-01 2.732454649092981858e-01
3.285142228167506340e-01 2.732654653093061770e-01
3.285464887068146878e-01 2.732854657093142237e-01
3.285787543769363439e-01 2.733054661093222149e-01
3.286110198269437954e-01 2.733254665093302060e-01
3.286432850566664010e-01 2.733454669093381972e-01
3.286755500659326312e-01 2.733654673093461884e-01
3.287078148545711787e-01 2.733854677093541796e-01
3.287400794224110134e-01 2.734054681093622263e-01
3.287723437692811057e-01 2.734254685093702175e-01
3.288046078950099260e-01 2.734454689093782087e-01
3.288368717994265555e-01 2.734654693093861999e-01
3.288691354823599644e-01 2.734854697093941911e-01
3.289013989436392338e-01 2.735054701094021823e-01
3.289336621830930563e-01 2.735254705094101735e-01
3.289659252005507906e-01 2.735454709094182202e-01
3.289981879958411293e-01 2.735654713094262114e-01
3.290304505687935421e-01 2.735854717094342026e-01
3.290627129192366107e-01 2.736054721094421938e-01
3.290949750469997492e-01 2.736254725094501850e-01
3.291272369519120944e-01 2.736454729094581761e-01
3.291594986338031159e-01 2.736654733094662229e-01
3.291917600925014509e-01 2.736854737094742140e-01
3.292240213278368466e-01 2.737054741094822052e-01
3.292562823396385507e-01 2.737254745094901964e-01
3.292885431277353669e-01 2.737454749094981876e-01
3.293208036919569315e-01 2.737654753095061788e-01
3.293530640321331027e-01 2.737854757095142255e-01
3.293853241480921845e-01 2.738054761095222167e-01
3.294175840396644239e-01 2.738254765095302079e-01
3.294498437066791241e-01 2.738454769095381991e-01
3.294821031489657548e-01 2.738654773095461903e-01
3.295143623663535082e-01 2.738854777095541815e-01
3.295466213586724091e-01 2.739054781095622282e-01
3.295788801257514833e-01 2.739254785095702194e-01
3.296111386674207555e-01 2.739454789095782106e-01
3.296433969835094180e-01 2.739654793095862018e-01
3.296756550738476621e-01 2.739854797095941930e-01
3.297079129382648466e-01 2.740054801096021841e-01
3.297401705765906077e-01 2.740254805096102309e-01
3.297724279886547483e-01 2.740454809096182220e-01
3.298046851742871821e-01 2.740654813096262132e-01
3.298369421333174900e-01 2.740854817096342044e-01
3.298691988655753637e-01 2.741054821096421956e-01
3.299014553708911612e-01 2.741254825096501868e-01
3.299337116490944632e-01 2.741454829096582335e-01
3.299659677000150726e-01 2.741654833096662247e-01
3.299982235234830141e-01 2.741854837096742159e-01
3.300304791193282017e-01 2.742054841096822071e-01
3.300627344873806046e-01 2.742254845096901983e-01
3.300949896274703588e-01 2.742454849096981895e-01
3.301272445394274890e-01 2.742654853097061807e-01
3.301594992230821868e-01 2.742854857097142274e-01
3.301917536782640328e-01 2.743054861097222186e-01
3.302240079048039401e-01 2.743254865097302098e-01
3.302562619025315449e-01 2.743454869097382010e-01
3.302885156712769277e-01 2.743654873097461921e-01
3.303207692108707239e-01 2.743854877097541833e-01
3.303530225211432358e-01 2.744054881097622300e-01
3.303852756019241554e-01 2.744254885097702212e-01
3.304175284530441736e-01 2.744454889097782124e-01
3.304497810743336483e-01 2.744654893097862036e-01
3.304820334656231595e-01 2.744854897097941948e-01
3.305142856267422879e-01 2.745054901098021860e-01
3.305465375575223352e-01 2.745254905098102327e-01
3.305787892577934373e-01 2.745454909098182239e-01
3.306110407273856744e-01 2.745654913098262151e-01
3.306432919661301262e-01 2.745854917098342063e-01
3.306755429738571506e-01 2.746054921098421975e-01
3.307077937503973275e-01 2.746254925098501887e-01
3.307400442955809039e-01 2.746454929098582354e-01
3.307722946092390703e-01 2.746654933098662266e-01
3.308045446912021847e-01 2.746854937098742178e-01
3.308367945413006606e-01 2.747054941098822090e-01
3.308690441593655773e-01 2.747254945098902001e-01
3.309012935452277371e-01 2.747454949098981913e-01
3.309335426987176088e-01 2.747654953099062380e-01
3.309657916196659388e-01 2.747854957099142292e-01
3.309980403079038624e-01 2.748054961099222204e-01
3.310302887632620705e-01 2.748254965099302116e-01
3.310625369855714206e-01 2.748454969099382028e-01
3.310947849746627147e-01 2.748654973099461940e-01
3.311270327303673100e-01 2.748854977099541852e-01
3.311592802525157864e-01 2.749054981099622319e-01
3.311915275409390569e-01 2.749254985099702231e-01
3.312237745954683676e-01 2.749454989099782143e-01
3.312560214159348537e-01 2.749654993099862055e-01
3.312882680021692616e-01 2.749854997099941967e-01
3.313205143540027264e-01 2.750055001100021879e-01
3.313527604712669383e-01 2.750255005100102346e-01
3.313850063537924773e-01 2.750455009100182258e-01
3.314172520014104228e-01 2.750655013100262170e-01
3.314494974139525763e-01 2.750855017100342081e-01
3.314817425912499615e-01 2.751055021100421993e-01
3.315139875331336028e-01 2.751255025100501905e-01
3.315462322394349126e-01 2.751455029100582372e-01
3.315784767099855812e-01 2.751655033100662284e-01
3.316107209446164661e-01 2.751855037100742196e-01
3.316429649431590909e-01 2.752055041100822108e-01
3.316752087054451459e-01 2.752255045100902020e-01
3.317074522313058771e-01 2.752455049100981932e-01
3.317396955205725306e-01 2.752655053101062399e-01
3.317719385730771853e-01 2.752855057101142311e-01
3.318041813886509206e-01 2.753055061101222223e-01
3.318364239671253157e-01 2.753255065101302135e-01
3.318686663083320609e-01 2.753455069101382047e-01
3.319009084121028463e-01 2.753655073101461959e-01
3.319331502782693066e-01 2.753855077101542426e-01
3.319653919066629100e-01 2.754055081101622338e-01
3.319976332971156241e-01 2.754255085101702250e-01
3.320298744494590837e-01 2.754455089101782161e-01
3.320621153635247569e-01 2.754655093101862073e-01
3.320943560391448335e-01 2.754855097101941985e-01
3.321265964761511702e-01 2.755055101102021897e-01
3.321588366743755683e-01 2.755255105102102364e-01
3.321910766336493848e-01 2.755455109102182276e-01
3.322233163538050871e-01 2.755655113102262188e-01
3.322555558346744764e-01 2.755855117102342100e-01
3.322877950760893540e-01 2.756055121102422012e-01
3.323200340778818540e-01 2.756255125102501924e-01
3.323522728398841664e-01 2.756455129102582391e-01
3.323845113619278702e-01 2.756655133102662303e-01
3.324167496438451552e-01 2.756855137102742215e-01
3.324489876854686554e-01 2.757055141102822127e-01
3.324812254866299499e-01 2.757255145102902039e-01
3.325134630471612285e-01 2.757455149102981951e-01
3.325457003668949030e-01 2.757655153103062418e-01
3.325779374456631632e-01 2.757855157103142330e-01
3.326101742832980324e-01 2.758055161103222241e-01
3.326424108796318668e-01 2.758255165103302153e-01
3.326746472344973005e-01 2.758455169103382065e-01
3.327068833477263010e-01 2.758655173103461977e-01
3.327391192191510583e-01 2.758855177103542444e-01
3.327713548486045392e-01 2.759055181103622356e-01
3.328035902359187115e-01 2.759255185103702268e-01
3.328358253809258760e-01 2.759455189103782180e-01
3.328680602834591107e-01 2.759655193103862092e-01
3.329002949433503278e-01 2.759855197103942004e-01
3.329325293604325497e-01 2.760055201104022471e-01
3.329647635345377998e-01 2.760255205104102383e-01
3.329969974654992115e-01 2.760455209104182295e-01
3.330292311531490301e-01 2.760655213104262207e-01
3.330614645973197785e-01 2.760855217104342119e-01
3.330936977978444236e-01 2.761055221104422031e-01
3.331259307545555992e-01 2.761255225104501942e-01
3.331581634672861614e-01 2.761455229104582410e-01
3.331903959358684109e-01 2.761655233104662321e-01
3.332226281601357032e-01 2.761855237104742233e-01
3.332548601399205057e-01 2.762055241104822145e-01
3.332870918750556188e-01 2.762255245104902057e-01
3.333193233653738430e-01 2.762455249104981969e-01
3.333515546107087002e-01 2.762655253105062436e-01
3.333837856108923248e-01 2.762855257105142348e-01
3.334160163657579057e-01 2.763055261105222260e-01
3.334482468751387985e-01 2.763255265105302172e-01
3.334804771388676370e-01 2.763455269105382084e-01
3.335127071567773882e-01 2.763655273105461996e-01
3.335449369287015742e-01 2.763855277105542463e-01
3.335771664544727733e-01 2.764055281105622375e-01
3.336093957339242855e-01 2.764255285105702287e-01
3.336416247668892998e-01 2.764455289105782199e-01
3.336738535532010608e-01 2.764655293105862111e-01
3.337060820926927018e-01 2.764855297105942022e-01
3.337383103851974675e-01 2.765055301106022489e-01
3.337705384305486023e-01 2.765255305106102401e-01
3.338027662285795172e-01 2.765455309106182313e-01
3.338349937791233457e-01 2.765655313106262225e-01
3.338672210820132769e-01 2.765855317106342137e-01
3.338994481370833323e-01 2.766055321106422049e-01
3.339316749441663124e-01 2.766255325106502516e-01
3.339639015030956282e-01 2.766455329106582428e-01
3.339961278137053013e-01 2.766655333106662340e-01
3.340283538758284654e-01 2.766855337106742252e-01
3.340605796892984203e-01 2.767055341106822164e-01
3.340928052539489101e-01 2.767255345106902076e-01
3.341250305696139566e-01 2.767455349106982543e-01
3.341572556361263602e-01 2.767655353107062455e-01
3.341894804533201424e-01 2.767855357107142367e-01
3.342217050210290474e-01 2.768055361107222279e-01
3.342539293390867083e-01 2.768255365107302191e-01
3.342861534073266472e-01 2.768455369107382102e-01
3.343183772255827191e-01 2.768655373107462014e-01
3.343506007936892233e-01 2.768855377107542481e-01
3.343828241114787936e-01 2.769055381107622393e-01
3.344150471787862289e-01 2.769255385107702305e-01
3.344472699954451067e-01 2.769455389107782217e-01
3.344794925612893377e-01 2.769655393107862129e-01
3.345117148761526105e-01 2.769855397107942041e-01
3.345439369398692242e-01 2.770055401108022508e-01
3.345761587522729785e-01 2.770255405108102420e-01
3.346083803131976731e-01 2.770455409108182332e-01
3.346406016224774405e-01 2.770655413108262244e-01
3.346728226799466355e-01 2.770855417108342156e-01
3.347050434854391132e-01 2.771055421108422068e-01
3.347372640387888398e-01 2.771255425108502535e-01
3.347694843398301145e-01 2.771455429108582447e-01
3.348017043883971811e-01 2.771655433108662359e-01
3.348339241843240055e-01 2.771855437108742271e-01
3.348661437274449426e-01 2.772055441108822182e-01
3.348983630175942361e-01 2.772255445108902094e-01
3.349305820546062962e-01 2.772455449108982561e-01
3.349628008383150335e-01 2.772655453109062473e-01
3.349950193685553024e-01 2.772855457109142385e-01
3.350272376451613465e-01 2.773055461109222297e-01
3.350594556679669656e-01 2.773255465109302209e-01
3.350916734368072358e-01 2.773455469109382121e-01
3.351238909515165121e-01 2.773655473109462588e-01
3.351561082119289825e-01 2.773855477109542500e-01
3.351883252178792238e-01 2.774055481109622412e-01
3.352205419692020905e-01 2.774255485109702324e-01
3.352527584657319371e-01 2.774455489109782236e-01
3.352849747073032294e-01 2.774655493109862148e-01
3.353171906937505997e-01 2.774855497109942060e-01
3.353494064249090134e-01 2.775055501110022527e-01
