# p ,r
8.713434139899328690e-02 2.083441668833376781e-01
8.714911764153492058e-02 2.083641672833456693e-01
8.716389481330268085e-02 2.083841676833536882e-01
8.717867291422486120e-02 2.084041680833616794e-01
8.719345194423275269e-02 2.084241684833696706e-01
8.720823190325682761e-02 2.084441688833776896e-01
8.722301279122880724e-02 2.084641692833856808e-01
8.723779460807670749e-02 2.084841696833936719e-01
8.725257735373198598e-02 2.085041700834016909e-01
8.726736102812636398e-02 2.085241704834096821e-01
8.728214563118802394e-02 2.085441708834176733e-01
8.729693116284839571e-02 2.085641712834256645e-01
8.731171762303879813e-02 2.085841716834336834e-01
8.732650501168795487e-02 2.086041720834416746e-01
8.734129332872687945e-02 2.086241724834496658e-01
8.735608257408661315e-02 2.086441728834576848e-01
8.737087274769830825e-02 2.086641732834656759e-01
8.738566384949025823e-02 2.086841736834736671e-01
8.740045587939421212e-02 2.087041740834816861e-01
8.741524883734032303e-02 2.087241744834896773e-01
8.743004272326063142e-02 2.087441748834976685e-01
8.744483753708298668e-02 2.087641752835056874e-01
8.745963327873929050e-02 2.087841756835136786e-01
8.747442994816098660e-02 2.088041760835216698e-01
8.748922754527621581e-02 2.088241764835296888e-01
8.750402607001672717e-02 2.088441768835376799e-01
8.751882552231440848e-02 2.088641772835456711e-01
8.753362590209697036e-02 2.088841776835536901e-01
8.754842720929660593e-02 2.089041780835616813e-01
8.756322944384374585e-02 2.089241784835696725e-01
8.757803260566955628e-02 2.089441788835776914e-01
8.759283669470305234e-02 2.089641792835856826e-01
8.760764171087526142e-02 2.089841796835936738e-01
8.762244765411819625e-02 2.090041800836016928e-01
8.763725452436003927e-02 2.090241804836096839e-01
8.765206232153263666e-02 2.090441808836176751e-01
8.766687104556632193e-02 2.090641812836256941e-01
8.768168069639310780e-02 2.090841816836336853e-01
8.769649127394087140e-02 2.091041820836416765e-01
8.771130277814162546e-02 2.091241824836496954e-01
8.772611520892696635e-02 2.091441828836576866e-01
8.774092856622549286e-02 2.091641832836656778e-01
8.775574284996850993e-02 2.091841836836736968e-01
8.777055806008804417e-02 2.092041840836816879e-01
8.778537419651237517e-02 2.092241844836896791e-01
8.780019125917311318e-02 2.092441848836976703e-01
8.781500924800085539e-02 2.092641852837056893e-01
8.782982816292776718e-02 2.092841856837136805e-01
8.784464800388186445e-02 2.093041860837216717e-01
8.785946877079471584e-02 2.093241864837296906e-01
8.787429046359752915e-02 2.093441868837376818e-01
8.788911308222158159e-02 2.093641872837456730e-01
8.790393662659533314e-02 2.093841876837536919e-01
8.791876109665093530e-02 2.094041880837616831e-01
8.793358649231985957e-02 2.094241884837696743e-01
8.794841281353053819e-02 2.094441888837776933e-01
8.796324006021484510e-02 2.094641892837856845e-01
8.797806823230440443e-02 2.094841896837936757e-01
8.799289732972791211e-02 2.095041900838016946e-01
8.800772735241697842e-02 2.095241904838096858e-01
8.802255830030247807e-02 2.095441908838176770e-01
8.803739017331586869e-02 2.095641912838256959e-01
8.805222297138616538e-02 2.095841916838336871e-01
8.806705669444482576e-02 2.096041920838416783e-01
8.808189134242358498e-02 2.096241924838496973e-01
8.809672691525129162e-02 2.096441928838576885e-01
8.811156341285958371e-02 2.096641932838656797e-01
8.812640083517903067e-02 2.096841936838736986e-01
8.814123918214164521e-02 2.097041940838816898e-01
8.815607845367604001e-02 2.097241944838896810e-01
8.817091864971379755e-02 2.097441948838976999e-01
8.818575977018723588e-02 2.097641952839056911e-01
8.820060181502464847e-02 2.097841956839136823e-01
8.821544478415749291e-02 2.098041960839217013e-01
8.823028867751821214e-02 2.098241964839296925e-01
8.824513349503526616e-02 2.098441968839376837e-01
8.825997923664023748e-02 2.098641972839456749e-01
8.827482590226430614e-02 2.098841976839536938e-01
8.828967349183905466e-02 2.099041980839616850e-01
8.830452200529320672e-02 2.099241984839696762e-01
8.831937144255866401e-02 2.099441988839776951e-01
8.833422180356616249e-02 2.099641992839856863e-01
8.834907308824771488e-02 2.099841996839936775e-01
8.836392529653190608e-02 2.100042000840016965e-01
8.837877842835048514e-02 2.100242004840096877e-01
8.839363248363561743e-02 2.100442008840176789e-01
8.840848746231573518e-02 2.100642012840256978e-01
8.842334336432303155e-02 2.100842016840336890e-01
8.843820018958938045e-02 2.101042020840416802e-01
8.845305793804320027e-02 2.101242024840496991e-01
8.846791660961655923e-02 2.101442028840576903e-01
8.848277620424029044e-02 2.101642032840656815e-01
8.849763672184646213e-02 2.101842036840737005e-01
8.851249816236378409e-02 2.102042040840816917e-01
8.852736052572413028e-02 2.102242044840896829e-01
8.854222381185940238e-02 2.102442048840977018e-01
8.855708802069832408e-02 2.102642052841056930e-01
8.857195315217306075e-02 2.102842056841136842e-01
8.858681920621434835e-02 2.103042060841217031e-01
8.860168618275421348e-02 2.103242064841296943e-01
8.861655408172124104e-02 2.103442068841376855e-01
8.863142290304761028e-02 2.103642072841457045e-01
8.864629264666547270e-02 2.103842076841536957e-01
8.866116331250328830e-02 2.104042080841616869e-01
8.867603490049308368e-02 2.104242084841697058e-01
8.869090741056702420e-02 2.104442088841776970e-01
8.870578084265368091e-02 2.104642092841856882e-01
8.872065519668524691e-02 2.104842096841937071e-01
8.873553047259272186e-02 2.105042100842016983e-01
8.875040667030816011e-02 2.105242104842096895e-01
8.876528378975998002e-02 2.105442108842176807e-01
8.878016183088065227e-02 2.105642112842256997e-01
8.879504079360105162e-02 2.105842116842336909e-01
8.880992067785306587e-02 2.106042120842416820e-01
8.882480148356569627e-02 2.106242124842497010e-01
8.883968321067084450e-02 2.106442128842576922e-01
8.885456585910081473e-02 2.106642132842656834e-01
8.886944942878420572e-02 2.106842136842737023e-01
8.888433391965315511e-02 2.107042140842816935e-01
8.889921933163986989e-02 2.107242144842896847e-01
8.891410566467305987e-02 2.107442148842977037e-01
8.892899291868489042e-02 2.107642152843056949e-01
8.894388109360654160e-02 2.107842156843136860e-01
8.895877018936974856e-02 2.108042160843217050e-01
8.897366020590367908e-02 2.108242164843296962e-01
8.898855114314048464e-02 2.108442168843376874e-01
8.900344300101191430e-02 2.108642172843457063e-01
8.901833577944742726e-02 2.108842176843536975e-01
8.903322947837873091e-02 2.109042180843616887e-01
8.904812409773688042e-02 2.109242184843697077e-01
8.906301963745433259e-02 2.109442188843776989e-01
8.907791609745964456e-02 2.109642192843856900e-01
8.909281347768516213e-02 2.109842196843937090e-01
8.910771177806317556e-02 2.110042200844017002e-01
8.912261099852243629e-02 2.110242204844096914e-01
8.913751113899494316e-02 2.110442208844177103e-01
8.915241219941331952e-02 2.110642212844257015e-01
8.916731417970615026e-02 2.110842216844336927e-01
8.918221707980572566e-02 2.111042220844417117e-01
8.919712089964323964e-02 2.111242224844497029e-01
8.921202563915071881e-02 2.111442228844576940e-01
8.922693129825715053e-02 2.111642232844657130e-01
8.924183787689501934e-02 2.111842236844737042e-01
8.925674537499520000e-02 2.112042240844816954e-01
8.927165379249014932e-02 2.112242244844896866e-01
8.928656312930829952e-02 2.112442248844977055e-01
8.930147338538255153e-02 2.112642252845056967e-01
8.931638456064477927e-02 2.112842256845136879e-01
8.933129665502399785e-02 2.113042260845217069e-01
8.934620966845240042e-02 2.113242264845296980e-01
8.936112360086255479e-02 2.113442268845376892e-01
8.937603845218321241e-02 2.113642272845457082e-01
8.939095422234683008e-02 2.113842276845536994e-01
8.940587091128440744e-02 2.114042280845616906e-01
8.942078851892815150e-02 2.114242284845697095e-01
8.943570704520720227e-02 2.114442288845777007e-01
8.945062649005386390e-02 2.114642292845856919e-01
8.946554685340060709e-02 2.114842296845937109e-01
8.948046813517616938e-02 2.115042300846017020e-01
8.949539033531299370e-02 2.115242304846096932e-01
8.951031345374238501e-02 2.115442308846177122e-01
8.952523749039667522e-02 2.115642312846257034e-01
8.954016244520458800e-02 2.115842316846336946e-01
8.955508831809858017e-02 2.116042320846417135e-01
8.957001510901138608e-02 2.116242324846497047e-01
8.958494281787175717e-02 2.116442328846576959e-01
8.959987144461198372e-02 2.116642332846657149e-01
8.961480098916453640e-02 2.116842336846737060e-01
8.962973145145856912e-02 2.117042340846816972e-01
8.964466283142626113e-02 2.117242344846897162e-01
8.965959512899891737e-02 2.117442348846977074e-01
8.967452834410913343e-02 2.117642352847056986e-01
8.968946247668550809e-02 2.117842356847137175e-01
8.970439752666120592e-02 2.118042360847217087e-01
8.971933349396696289e-02 2.118242364847296999e-01
8.973427037853524968e-02 2.118442368847376911e-01
8.974920818029522018e-02 2.118642372847457100e-01
8.976414689917945611e-02 2.118842376847537012e-01
8.977908653512016446e-02 2.119042380847616924e-01
8.979402708804647137e-02 2.119242384847697114e-01
8.980896855789084754e-02 2.119442388847777026e-01
8.982391094458590242e-02 2.119642392847856938e-01
8.983885424806051234e-02 2.119842396847937127e-01
8.985379846824724515e-02 2.120042400848017039e-01
8.986874360507773885e-02 2.120242404848096951e-01
8.988368965848385350e-02 2.120442408848177140e-01
8.989863662839518710e-02 2.120642412848257052e-01
8.991358451474419644e-02 2.120842416848336964e-01
8.992853331746290813e-02 2.121042420848417154e-01
8.994348303648119769e-02 2.121242424848497066e-01
8.995843367173095295e-02 2.121442428848576978e-01
8.997338522314390907e-02 2.121642432848657167e-01
8.998833769065253674e-02 2.121842436848737079e-01
9.000329107418583718e-02 2.122042440848816991e-01
9.001824537367628110e-02 2.122242444848897180e-01
9.003320058905689427e-02 2.122442448848977092e-01
9.004815672025640039e-02 2.122642452849057004e-01
9.006311376720727013e-02 2.122842456849137194e-01
9.007807172984252930e-02 2.123042460849217106e-01
9.009303060809090158e-02 2.123242464849297018e-01
9.010799040188499642e-02 2.123442468849377207e-01
9.012295111115654900e-02 2.123642472849457119e-01
9.013791273583787733e-02 2.123842476849537031e-01
9.015287527585827410e-02 2.124042480849617220e-01
9.016783873115036263e-02 2.124242484849697132e-01
9.018280310164558666e-02 2.124442488849777044e-01
9.019776838727640300e-02 2.124642492849857234e-01
9.021273458797225697e-02 2.124842496849937146e-01
9.022770170366560538e-02 2.125042500850017058e-01
9.024266973428919647e-02 2.125242504850096970e-01
9.025763867977190658e-02 2.125442508850177159e-01
9.027260854004676149e-02 2.125642512850257071e-01
9.028757931504623191e-02 2.125842516850336983e-01
9.030255100469959662e-02 2.126042520850417172e-01
9.031752360893947895e-02 2.126242524850497084e-01
9.033249712769747530e-02 2.126442528850576996e-01
9.034747156090588982e-02 2.126642532850657186e-01
9.036244690849459804e-02 2.126842536850737098e-01
9.037742317039564044e-02 2.127042540850817010e-01
9.039240034654204281e-02 2.127242544850897199e-01
9.040737843686311170e-02 2.127442548850977111e-01
9.042235744129129005e-02 2.127642552851057023e-01
9.043733735975849342e-02 2.127842556851137212e-01
9.045231819219699820e-02 2.128042560851217124e-01
9.046729993853643015e-02 2.128242564851297036e-01
9.048228259870923218e-02 2.128442568851377226e-01
9.049726617264813866e-02 2.128642572851457138e-01
9.051225066028276145e-02 2.128842576851537050e-01
9.052723606154540470e-02 2.129042580851617239e-01
9.054222237636924686e-02 2.129242584851697151e-01
9.055720960468328917e-02 2.129442588851777063e-01
9.057219774642029375e-02 2.129642592851857252e-01
9.058718680151200964e-02 2.129842596851937164e-01
9.060217676989101854e-02 2.130042600852017076e-01
9.061716765148676578e-02 2.130242604852097266e-01
9.063215944623201348e-02 2.130442608852177178e-01
9.064715215405835802e-02 2.130642612852257090e-01
9.066214577489854765e-02 2.130842616852337279e-01
9.067714030868199993e-02 2.131042620852417191e-01
9.069213575534135208e-02 2.131242624852497103e-01
9.070713211480976867e-02 2.131442628852577015e-01
9.072212938701611218e-02 2.131642632852657204e-01
9.073712757189356104e-02 2.131842636852737116e-01
9.075212666937487738e-02 2.132042640852817028e-01
9.076712667938906243e-02 2.132242644852897218e-01
9.078212760186958608e-02 2.132442648852977130e-01
9.079712943674760062e-02 2.132642652853057041e-01
9.081213218395602083e-02 2.132842656853137231e-01
9.082713584342455571e-02 2.133042660853217143e-01
9.084214041508582860e-02 2.133242664853297055e-01
9.085714589887228243e-02 2.133442668853377244e-01
9.087215229471423683e-02 2.133642672853457156e-01
9.088715960254385717e-02 2.133842676853537068e-01
9.090216782229301740e-02 2.134042680853617258e-01
9.091717695389461840e-02 2.134242684853697170e-01
9.093218699727825816e-02 2.134442688853777081e-01
9.094719795237653226e-02 2.134642692853857271e-01
9.096220981912246650e-02 2.134842696853937183e-01
9.097722259744550621e-02 2.135042700854017095e-01
9.099223628727855229e-02 2.135242704854097284e-01
9.100725088855449174e-02 2.135442708854177196e-01
9.102226640120276990e-02 2.135642712854257108e-01
9.103728282515613501e-02 2.135842716854337298e-01
9.105230016034673857e-02 2.136042720854417210e-01
9.106731840670735656e-02 2.136242724854497121e-01
9.108233756416728166e-02 2.136442728854577311e-01
9.109735763265967845e-02 2.136642732854657223e-01
9.111237861211629596e-02 2.136842736854737135e-01
9.112740050246974366e-02 2.137042740854817324e-01
9.114242330365017464e-02 2.137242744854897236e-01
9.115744701559004570e-02 2.137442748854977148e-01
9.117247163822227163e-02 2.137642752855057338e-01
9.118749717147670020e-02 2.137842756855137250e-01
9.120252361528623231e-02 2.138042760855217161e-01
9.121755096958361619e-02 2.138242764855297073e-01
9.123257923429858862e-02 2.138442768855377263e-01
9.124760840936402273e-02 2.138642772855457175e-01
9.126263849471211165e-02 2.138842776855537087e-01
9.127766949027529830e-02 2.139042780855617276e-01
9.129270139598331946e-02 2.139242784855697188e-01
9.130773421176950622e-02 2.139442788855777100e-01
9.132276793756644029e-02 2.139642792855857290e-01
9.133780257330388619e-02 2.139842796855937201e-01
9.135283811891498074e-02 2.140042800856017113e-01
9.136787457433150073e-02 2.140242804856097303e-01
9.138291193948645807e-02 2.140442808856177215e-01
9.139795021430946464e-02 2.140642812856257127e-01
9.141298939873351848e-02 2.140842816856337316e-01
9.142802949269168700e-02 2.141042820856417228e-01
9.144307049611369309e-02 2.141242824856497140e-01
9.145811240893240990e-02 2.141442828856577330e-01
9.147315523108104363e-02 2.141642832856657241e-01
9.148819896248915062e-02 2.141842836856737153e-01
9.150324360308979832e-02 2.142042840856817343e-01
9.151828915281498555e-02 2.142242844856897255e-01
9.153333561159791854e-02 2.142442848856977167e-01
9.154838297936786218e-02 2.142642852857057356e-01
9.156343125605831412e-02 2.142842856857137268e-01
9.157848044160100953e-02 2.143042860857217180e-01
9.159353053592897420e-02 2.143242864857297370e-01
9.160858153897223632e-02 2.143442868857377281e-01
9.162363345066351639e-02 2.143642872857457193e-01
9.163868627093603447e-02 2.143842876857537383e-01
9.165373999971963836e-02 2.144042880857617295e-01
9.166879463694750652e-02 2.144242884857697207e-01
9.168385018255224839e-02 2.144442888857777119e-01
9.169890663646430851e-02 2.144642892857857308e-01
9.171396399861644899e-02 2.144842896857937220e-01
9.172902226894054378e-02 2.145042900858017132e-01
9.174408144736991011e-02 2.145242904858097321e-01
9.175914153383427085e-02 2.145442908858177233e-01
9.177420252826698488e-02 2.145642912858257145e-01
9.178926443060075879e-02 2.145842916858337335e-01
9.180432724076577344e-02 2.146042920858417247e-01
9.181939095869506851e-02 2.146242924858497159e-01
9.183445558432051792e-02 2.146442928858577348e-01
9.184952111757559157e-02 2.146642932858657260e-01
9.186458755839001233e-02 2.146842936858737172e-01
9.187965490669669499e-02 2.147042940858817361e-01
9.189472316242922045e-02 2.147242944858897273e-01
9.190979232551718670e-02 2.147442948858977185e-01
9.192486239589363339e-02 2.147642952859057375e-01
9.193993337349216921e-02 2.147842956859137287e-01
9.195500525824223947e-02 2.148042960859217199e-01
9.197007805007730019e-02 2.148242964859297388e-01
9.198515174892937796e-02 2.148442968859377300e-01
9.200022635473180388e-02 2.148642972859457212e-01
9.201530186741416206e-02 2.148842976859537401e-01
9.203037828690992239e-02 2.149042980859617313e-01
9.204545561315111146e-02 2.149242984859697225e-01
9.206053384607090773e-02 2.149442988859777415e-01
9.207561298559961693e-02 2.149642992859857327e-01
9.209069303166984855e-02 2.149842996859937239e-01
9.210577398421519735e-02 2.150043000860017428e-01
9.212085584316567766e-02 2.150243004860097340e-01
9.213593860845434302e-02 2.150443008860177252e-01
9.215102228001423312e-02 2.150643012860257441e-01
9.216610685777591738e-02 2.150843016860337353e-01
9.218119234167229670e-02 2.151043020860417265e-01
9.219627873163553644e-02 2.151243024860497177e-01
9.221136602759898160e-02 2.151443028860577367e-01
9.222645422949249383e-02 2.151643032860657279e-01
9.224154333724952914e-02 2.151843036860737191e-01
9.225663335080312721e-02 2.152043040860817380e-01
9.227172427008373257e-02 2.152243044860897292e-01
9.228681609502412120e-02 2.152443048860977204e-01
9.230190882555672216e-02 2.152643052861057393e-01
9.231700246161500534e-02 2.152843056861137305e-01
9.233209700312884627e-02 2.153043060861217217e-01
9.234719245003129851e-02 2.153243064861297407e-01
9.236228880225609561e-02 2.153443068861377319e-01
9.237738605973325190e-02 2.153643072861457231e-01
9.239248422239568215e-02 2.153843076861537420e-01
9.240758329017725869e-02 2.154043080861617332e-01
9.242268326300771830e-02 2.154243084861697244e-01
9.243778414082025330e-02 2.154443088861777433e-01
9.245288592354759805e-02 2.154643092861857345e-01
9.246798861112293100e-02 2.154843096861937257e-01
9.248309220347597503e-02 2.155043100862017447e-01
9.249819670054050536e-02 2.155243104862097359e-01
9.251330210224882611e-02 2.155443108862177271e-01
9.252840840853411575e-02 2.155643112862257460e-01
9.254351561932638859e-02 2.155843116862337372e-01
9.255862373455925329e-02 2.156043120862417284e-01
9.257373275416590219e-02 2.156243124862497473e-01
9.258884267807662716e-02 2.156443128862577385e-01
9.260395350622475930e-02 2.156643132862657297e-01
9.261906523854361584e-02 2.156843136862737487e-01
9.263417787496364131e-02 2.157043140862817399e-01
9.264929141541787538e-02 2.157243144862897311e-01
9.266440585983892753e-02 2.157443148862977222e-01
9.267952120815996231e-02 2.157643152863057412e-01
9.269463746031145202e-02 2.157843156863137324e-01
9.270975461622668612e-02 2.158043160863217236e-01
9.272487267583871817e-02 2.158243164863297425e-01
9.273999163907857557e-02 2.158443168863377337e-01
9.275511150587900655e-02 2.158643172863457249e-01
9.277023227617245404e-02 2.158843176863537439e-01
9.278535394989269325e-02 2.159043180863617351e-01
9.280047652696972460e-02 2.159243184863697262e-01
9.281560000733701798e-02 2.159443188863777452e-01
9.283072439092819594e-02 2.159643192863857364e-01
9.284584967767310626e-02 2.159843196863937276e-01
9.286097586750567678e-02 2.160043200864017465e-01
9.287610296035921087e-02 2.160243204864097377e-01
9.289123095616386161e-02 2.160443208864177289e-01
9.290635985485312665e-02 2.160643212864257479e-01
9.292148965635972646e-02 2.160843216864337391e-01
9.293662036061683951e-02 2.161043220864417302e-01
9.295175196755478542e-02 2.161243224864497492e-01
9.296688447710717285e-02 2.161443228864577404e-01
9.298201788920630595e-02 2.161643232864657316e-01
9.299715220378579339e-02 2.161843236864737505e-01
9.301228742077610745e-02 2.162043240864817417e-01
9.302742354011053760e-02 2.162243244864897329e-01
9.304256056172258149e-02 2.162443248864977519e-01
9.305769848554280854e-02 2.162643252865057431e-01
9.307283731150454986e-02 2.162843256865137342e-01
9.308797703954141411e-02 2.163043260865217532e-01
9.310311766958370705e-02 2.163243264865297444e-01
9.311825920156517611e-02 2.163443268865377356e-01
9.313340163541901362e-02 2.163643272865457545e-01
9.314854497107594167e-02 2.163843276865537457e-01
9.316368920846929136e-02 2.164043280865617369e-01
9.317883434753194971e-02 2.164243284865697281e-01
9.319398038819680374e-02 2.164443288865777471e-01
9.320912733039489473e-02 2.164643292865857382e-01
9.322427517405952602e-02 2.164843296865937294e-01
9.323942391912315442e-02 2.165043300866017484e-01
9.325457356551955512e-02 2.165243304866097396e-01
9.326972411317915879e-02 2.165443308866177308e-01
9.328487556203515774e-02 2.165643312866257497e-01
9.330002791202185453e-02 2.165843316866337409e-01
9.331518116306915245e-02 2.166043320866417321e-01
9.333033531511066017e-02 2.166243324866497511e-01
9.334549036808054145e-02 2.166443328866577422e-01
9.336064632190867185e-02 2.166643332866657334e-01
9.337580317652868778e-02 2.166843336866737524e-01
9.339096093187358727e-02 2.167043340866817436e-01
9.340611958787686797e-02 2.167243344866897348e-01
9.342127914446866910e-02 2.167443348866977537e-01
9.343643960158304340e-02 2.167643352867057449e-01
9.345160095915260035e-02 2.167843356867137361e-01
9.346676321711078206e-02 2.168043360867217551e-01
9.348192637538792205e-02 2.168243364867297462e-01
9.349709043391818408e-02 2.168443368867377374e-01
9.351225539263489928e-02 2.168643372867457564e-01
9.352742125146880359e-02 2.168843376867537476e-01
9.354258801035321425e-02 2.169043380867617388e-01
9.355775566922218400e-02 2.169243384867697577e-01
9.357292422800614351e-02 2.169443388867777489e-01
9.358809368663886796e-02 2.169643392867857401e-01
9.360326404505379949e-02 2.169843396867937590e-01
9.361843530318168793e-02 2.170043400868017502e-01
9.363360746095629461e-02 2.170243404868097414e-01
9.364878051831020123e-02 2.170443408868177326e-01
9.366395447517704420e-02 2.170643412868257516e-01
9.367912933148753174e-02 2.170843416868337428e-01
9.369430508717557782e-02 2.171043420868417340e-01
9.370948174217334781e-02 2.171243424868497529e-01
9.372465929641504712e-02 2.171443428868577441e-01
9.373983774983109252e-02 2.171643432868657353e-01
9.375501710235525921e-02 2.171843436868737542e-01
9.377019735392143340e-02 2.172043440868817454e-01
9.378537850446005963e-02 2.172243444868897366e-01
9.380056055390491310e-02 2.172443448868977556e-01
9.381574350218988001e-02 2.172643452869057468e-01
9.383092734924539102e-02 2.172843456869137380e-01
9.384611209500537399e-02 2.173043460869217569e-01
9.386129773940268817e-02 2.173243464869297481e-01
9.387648428237112264e-02 2.173443468869377393e-01
9.389167172384094151e-02 2.173643472869457582e-01
9.390686006374622530e-02 2.173843476869537494e-01
9.392204930201983326e-02 2.174043480869617406e-01
9.393723943859554060e-02 2.174243484869697596e-01
9.395243047340379183e-02 2.174443488869777508e-01
9.396762240637876462e-02 2.174643492869857420e-01
9.398281523745392885e-02 2.174843496869937609e-01
9.399800896656015925e-02 2.175043500870017521e-01
9.401320359363136980e-02 2.175243504870097433e-01
9.402839911860129407e-02 2.175443508870177622e-01
9.404359554140066801e-02 2.175643512870257534e-01
9.405879286196340561e-02 2.175843516870337446e-01
9.407399108022310164e-02 2.176043520870417636e-01
9.408919019611078349e-02 2.176243524870497548e-01
9.410439020956021250e-02 2.176443528870577460e-01
9.411959112050412302e-02 2.176643532870657649e-01
9.413479292887670657e-02 2.176843536870737561e-01
9.414999563460840770e-02 2.177043540870817473e-01
9.416519923763343181e-02 2.177243544870897385e-01
9.418040373788405528e-02 2.177443548870977574e-01
9.419560913529465007e-02 2.177643552871057486e-01
9.421081542979577172e-02 2.177843556871137398e-01
9.422602262132148687e-02 2.178043560871217588e-01
9.424123070980582051e-02 2.178243564871297500e-01
9.425643969517923104e-02 2.178443568871377412e-01
9.427164957737561857e-02 2.178643572871457601e-01
9.428686035632929952e-02 2.178843576871537513e-01
9.430207203197071841e-02 2.179043580871617425e-01
9.431728460423408067e-02 2.179243584871697614e-01
9.433249807305212065e-02 2.179443588871777526e-01
9.434771243835887722e-02 2.179643592871857438e-01
9.436292770008494757e-02 2.179843596871937628e-01
9.437814385816450935e-02 2.180043600872017540e-01
9.439336091253061611e-02 2.180243604872097452e-01
9.440857886311700142e-02 2.180443608872177641e-01
9.442379770985454002e-02 2.180643612872257553e-01
9.443901745267729853e-02 2.180843616872337465e-01
9.445423809151914929e-02 2.181043620872417654e-01
9.446945962631099480e-02 2.181243624872497566e-01
9.448468205698686007e-02 2.181443628872577478e-01
9.449990538348078395e-02 2.181643632872657668e-01
9.451512960572351629e-02 2.181843636872737580e-01
9.453035472364923475e-02 2.182043640872817492e-01
9.454558073719182554e-02 2.182243644872897681e-01
9.456080764628217727e-02 2.182443648872977593e-01
9.457603545085448149e-02 2.182643652873057505e-01
9.459126415084133377e-02 2.182843656873137694e-01
9.460649374617735585e-02 2.183043660873217606e-01
9.462172423679299227e-02 2.183243664873297518e-01
9.463695562262242067e-02 2.183443668873377708e-01
9.465218790359854195e-02 2.183643672873457620e-01
9.466742107965582520e-02 2.183843676873537532e-01
9.468265515072485372e-02 2.184043680873617443e-01
9.469789011673955537e-02 2.184243684873697633e-01
9.471312597763451024e-02 2.184443688873777545e-01
9.472836273334017676e-02 2.184643692873857457e-01
9.474360038379089910e-02 2.184843696873937646e-01
9.475883892892068838e-02 2.185043700874017558e-01
9.477407836866046098e-02 2.185243704874097470e-01
9.478931870294422801e-02 2.185443708874177660e-01
9.480455993170547324e-02 2.185643712874257572e-01
9.481980205487779145e-02 2.185843716874337483e-01
9.483504507239250148e-02 2.186043720874417673e-01
9.485028898418351728e-02 2.186243724874497585e-01
9.486553379018426713e-02 2.186443728874577497e-01
9.488077949032824865e-02 2.186643732874657686e-01
9.489602608454704435e-02 2.186843736874737598e-01
9.491127357277484577e-02 2.187043740874817510e-01
9.492652195494512279e-02 2.187243744874897700e-01
9.494177123098961057e-02 2.187443748874977612e-01
9.495702140084205656e-02 2.187643752875057523e-01
9.497227246443665227e-02 2.187843756875137713e-01
9.498752442170485533e-02 2.188043760875217625e-01
9.500277727258013560e-02 2.188243764875297537e-01
9.501803101699723975e-02 2.188443768875377726e-01
9.503328565488690371e-02 2.188643772875457638e-01
9.504854118618347170e-02 2.188843776875537550e-01
9.506379761081995561e-02 2.189043780875617740e-01
9.507905492873085229e-02 2.189243784875697652e-01
9.509431313984688383e-02 2.189443788875777563e-01
9.510957224410238053e-02 2.189643792875857753e-01
9.512483224143052085e-02 2.189843796875937665e-01
9.514009313176562121e-02 2.190043800876017577e-01
9.515535491503872290e-02 2.190243804876097489e-01
9.517061759118386477e-02 2.190443808876177678e-01
9.518588116013551592e-02 2.190643812876257590e-01
9.520114562182441231e-02 2.190843816876337502e-01
9.521641097618530059e-02 2.191043820876417692e-01
9.523167722315224737e-02 2.191243824876497603e-01
9.524694436265625230e-02 2.191443828876577515e-01
9.526221239463152080e-02 2.191643832876657705e-01
9.527748131901163375e-02 2.191843836876737617e-01
9.529275113573051903e-02 2.192043840876817529e-01
9.530802184471932892e-02 2.192243844876897718e-01
9.532329344591267128e-02 2.192443848876977630e-01
9.533856593924330824e-02 2.192643852877057542e-01
9.535383932464586154e-02 2.192843856877137731e-01
9.536911360205146959e-02 2.193043860877217643e-01
9.538438877139433780e-02 2.193243864877297555e-01
9.539966483260879648e-02 2.193443868877377745e-01
9.541494178562601181e-02 2.193643872877457657e-01
9.543021963038043898e-02 2.193843876877537569e-01
9.544549836680614463e-02 2.194043880877617758e-01
9.546077799483441984e-02 2.194243884877697670e-01
9.547605851439973368e-02 2.194443888877777582e-01
9.549133992543613891e-02 2.194643892877857771e-01
9.550662222787523192e-02 2.194843896877937683e-01
9.552190542165106546e-02 2.195043900878017595e-01
9.553718950669679022e-02 2.195243904878097785e-01
9.555247448294731938e-02 2.195443908878177697e-01
9.556776035033355543e-02 2.195643912878257609e-01
9.558304710878964827e-02 2.195843916878337798e-01
9.559833475824937310e-02 2.196043920878417710e-01
9.561362329864676879e-02 2.196243924878497622e-01
9.562891272991329294e-02 2.196443928878577811e-01
9.564420305198310934e-02 2.196643932878657723e-01
9.565949426479085360e-02 2.196843936878737635e-01
9.567478636826753924e-02 2.197043940878817547e-01
9.569007936234780187e-02 2.197243944878897737e-01
9.570537324696594406e-02 2.197443948878977649e-01
9.572066802205328462e-02 2.197643952879057561e-01
9.573596368754400121e-02 2.197843956879137750e-01
9.575126024337186903e-02 2.198043960879217662e-01
9.576655768947105185e-02 2.198243964879297574e-01
9.578185602577288238e-02 2.198443968879377763e-01
9.579715525221195460e-02 2.198643972879457675e-01
9.581245536872158575e-02 2.198843976879537587e-01
9.582775637523613388e-02 2.199043980879617777e-01
9.584305827168689007e-02 2.199243984879697689e-01
9.585836105800846219e-02 2.199443988879777601e-01
9.587366473413534707e-02 2.199643992879857790e-01
9.588896929999868313e-02 2.199843996879937702e-01
