#r        v         
0         0         
0.600492  49.613    
1.20098   74.859    
1.80148   97.9544   
2.40197   119.421   
3.00246   138.494   
3.60295   151.731   
4.20344   160.269   
4.80394   167.178   
5.40443   174.244   
6.00492   181.498   
6.60541   188.292   
7.2059    195.828   
7.8064    203.903   
8.40689   213.466   
9.00738   223.159   
9.60787   233.555   
10.2084   248.093   
10.8089   260.002   
11.4093   265.885   
12.0098   268.473   
12.6103   269.77    
13.2108   270.983   
13.8113   274.239   
14.4118   276.249   
15.0123   278.004   
15.6128   279.291   
16.2133   278.877   
16.8138   277.388   
17.4143   275.615   
18.0148   274.079   
18.6153   273.224   
19.2157   273.304   
19.8162   273.947   
20.4167   274.553   
21.0172   275.208   
21.6177   276.256   
22.2182   277.179   
22.8187   277.474   
23.4192   277.495   
24.0197   277.515   
24.6202   277.384   
25.2207   276.84    
25.8212   275.847   
26.4216   274.549   
27.0221   273.101   
27.6226   271.594   
28.2231   270.071   
28.8236   268.562   
29.4241   267.159   
30.0246   266.23    
30.6251   266.774   
31.2256   268.961   
31.8261   269.872   
32.4266   269.315   
33.0271   268.33    
33.6276   267.354   
34.228    266.54    
34.8285   266.045   
35.429    266.241   
36.0295   267.607   
36.63     269.568   
37.2305   270.619   
37.831    270.587   
38.4315   270.013   
39.032    269.227   
39.6325   268.345   
40.233    267.411   
40.8335   266.476   
41.4339   265.641   
42.0344   265.029   
42.6349   264.701   
43.2354   264.594   
43.8359   264.69    
44.4364   265.086   
45.0369   265.584   
45.6374   265.62    
46.2379   265.144   
46.8384   265.318   
47.4389   267.958   
48.0394   270.6     
48.6399   270.612   
49.2403   269.681   
49.8408   268.845   
50.4413   268.025   
51.0418   266.876   
51.6423   265.345   
52.2428   263.589   
52.8433   261.765   
53.4438   259.962   
54.0443   258.218   
54.6448   256.542   
55.2453   254.932   
55.8458   253.381   
56.4462   251.883   
57.0467   250.432   
57.6472   249.022   
58.2477   247.649   
58.8482   246.309   
59.4487   245       
