#r        v         
0         0         
0.600492  46.4144   
1.20098   74.9671   
1.80148   100.376   
2.40197   121.306   
3.00246   138.875   
3.60295   153.56    
4.20344   163.995   
4.80394   174.505   
5.40443   187.126   
6.00492   196.881   
6.60541   207.626   
7.2059    217.51    
7.8064    225.823   
8.40689   232.378   
9.00738   238.091   
9.60787   245.902   
10.2084   253.257   
10.8089   258.742   
11.4093   261.821   
12.0098   263.281   
12.6103   264.402   
13.2108   265.565   
13.8113   268.964   
14.4118   271.053   
15.0123   272.967   
15.6128   274.859   
16.2133   275.83    
16.8138   276.497   
17.4143   277.065   
18.0148   277.654   
18.6153   278.278   
19.2157   279.062   
19.8162   280.09    
20.4167   280.899   
21.0172   281.254   
21.6177   281.442   
22.2182   281.316   
22.8187   280.719   
23.4192   280.095   
24.0197   279.668   
24.6202   279.22    
25.2207   278.443   
25.8212   277.272   
26.4216   275.833   
27.0221   274.268   
27.6226   272.662   
28.2231   271.054   
28.8236   269.468   
29.4241   267.995   
30.0246   266.998   
30.6251   267.474   
31.2256   269.608   
31.8261   270.483   
32.4266   269.896   
33.0271   268.882   
33.6276   267.878   
34.228    267.037   
34.8285   266.517   
35.429    266.689   
36.0295   268.032   
36.63     269.973   
37.2305   271.007   
37.831    270.962   
38.4315   270.375   
39.032    269.576   
39.6325   268.682   
40.233    267.736   
40.8335   266.791   
41.4339   265.945   
42.0344   265.323   
42.6349   264.985   
43.2354   264.87    
43.8359   264.958   
44.4364   265.346   
45.0369   265.836   
45.6374   265.863   
46.2379   265.38    
46.8384   265.546   
47.4389   268.177   
48.0394   270.809   
48.6399   270.814   
49.2403   269.876   
49.8408   269.035   
50.4413   268.21    
51.0418   267.055   
51.6423   265.519   
52.2428   263.758   
52.8433   261.93    
53.4438   260.124   
54.0443   258.376   
54.6448   256.697   
55.2453   255.083   
55.8458   253.529   
56.4462   252.028   
57.0467   250.573   
57.6472   249.16    
58.2477   247.784   
58.8482   246.442   
59.4487   245.13    
