#r        v         
0         0         
0.600492  37.1126   
1.20098   62.9232   
1.80148   91.0979   
2.40197   114.395   
3.00246   131.859   
3.60295   146.867   
4.20344   159.073   
4.80394   169.376   
5.40443   181.729   
6.00492   192.656   
6.60541   202.254   
7.2059    211.402   
7.8064    214.799   
8.40689   214.705   
9.00738   213.918   
9.60787   215.94    
10.2084   220.278   
10.8089   226.878   
11.4093   238.704   
12.0098   254.869   
12.6103   269.58    
13.2108   281.008   
13.8113   294.048   
14.4118   304.106   
15.0123   309.508   
15.6128   311.104   
16.2133   309.316   
16.8138   305.6     
17.4143   301.276   
18.0148   297.164   
18.6153   293.831   
19.2157   291.542   
19.8162   289.912   
20.4167   288.35    
21.0172   286.923   
21.6177   285.968   
22.2182   285.102   
22.8187   283.993   
23.4192   282.993   
24.0197   282.27    
24.6202   281.576   
25.2207   280.591   
25.8212   279.238   
26.4216   277.639   
27.0221   275.932   
27.6226   274.197   
28.2231   272.47    
28.8236   270.774   
29.4241   269.195   
30.0246   268.093   
30.6251   268.464   
31.2256   270.511   
31.8261   271.326   
32.4266   270.685   
33.0271   269.619   
33.6276   268.565   
34.228    267.677   
34.8285   267.113   
35.429    267.243   
36.0295   268.547   
36.63     270.455   
37.2305   271.463   
37.831    271.395   
38.4315   270.786   
39.032    269.967   
39.6325   269.053   
40.233    268.089   
40.8335   267.126   
41.4339   266.263   
42.0344   265.626   
42.6349   265.274   
43.2354   265.147   
43.8359   265.225   
44.4364   265.603   
45.0369   266.082   
45.6374   266.098   
46.2379   265.604   
46.8384   265.761   
47.4389   268.38    
48.0394   270.999   
48.6399   270.993   
49.2403   270.047   
49.8408   269.197   
50.4413   268.364   
51.0418   267.202   
51.6423   265.659   
52.2428   263.892   
52.8433   262.059   
53.4438   260.248   
54.0443   258.495   
54.6448   256.811   
55.2453   255.193   
55.8458   253.635   
56.4462   252.13    
57.0467   250.672   
57.6472   249.256   
58.2477   247.877   
58.8482   246.532   
59.4487   245.217   
