#r        v         
0         0         
0.600492  42.9136   
1.20098   69.1177   
1.80148   99.2895   
2.40197   124.944   
3.00246   142.711   
3.60295   155.269   
4.20344   164.145   
4.80394   172.482   
5.40443   183.707   
6.00492   197.526   
6.60541   210.204   
7.2059    219.632   
7.8064    226.721   
8.40689   233.99    
9.00738   240.905   
9.60787   248.197   
10.2084   255.32    
10.8089   260.732   
11.4093   264.373   
12.0098   265.929   
12.6103   266.332   
13.2108   267.011   
13.8113   271.137   
14.4118   275.314   
15.0123   280.159   
15.6128   284.841   
16.2133   286.076   
16.8138   284.722   
17.4143   282.327   
18.0148   280.016   
18.6153   278.407   
19.2157   277.732   
19.8162   277.56    
20.4167   277.26    
21.0172   276.934   
21.6177   277.016   
22.2182   277.193   
22.8187   277.133   
23.4192   277.313   
24.0197   277.742   
24.6202   277.636   
25.2207   277.047   
25.8212   276       
26.4216   274.651   
27.0221   273.156   
27.6226   271.606   
28.2231   270.042   
28.8236   268.492   
29.4241   267.048   
30.0246   266.077   
30.6251   266.58    
31.2256   268.747   
31.8261   269.652   
32.4266   269.088   
33.0271   268.095   
33.6276   267.111   
34.228    266.289   
34.8285   265.789   
35.429    265.981   
36.0295   267.348   
36.63     269.315   
37.2305   270.373   
37.831    270.347   
38.4315   269.778   
39.032    268.995   
39.6325   268.117   
40.233    267.185   
40.8335   266.254   
41.4339   265.422   
42.0344   264.813   
42.6349   264.49    
43.2354   264.389   
43.8359   264.492   
44.4364   264.896   
45.0369   265.399   
45.6374   265.438   
46.2379   264.966   
46.8384   265.143   
47.4389   267.788   
48.0394   270.432   
48.6399   270.445   
49.2403   269.515   
49.8408   268.68    
50.4413   267.861   
51.0418   266.712   
51.6423   265.181   
52.2428   263.426   
52.8433   261.603   
53.4438   259.801   
54.0443   258.058   
54.6448   256.383   
55.2453   254.774   
55.8458   253.225   
56.4462   251.728   
57.0467   250.278   
57.6472   248.87    
58.2477   247.498   
58.8482   246.16    
59.4487   244.853   
