#r        v         
0         0         
0.600492  38.9021   
1.20098   68.5918   
1.80148   92.2841   
2.40197   110.667   
3.00246   126.314   
3.60295   140.521   
4.20344   153.771   
4.80394   169.046   
5.40443   179.882   
6.00492   185.07    
6.60541   189.02    
7.2059    198.869   
7.8064    210.492   
8.40689   220.368   
9.00738   232.064   
9.60787   241.862   
10.2084   246.735   
10.8089   248.757   
11.4093   251.622   
12.0098   257.574   
12.6103   269.48    
13.2108   285.933   
13.8113   299.265   
14.4118   303.867   
15.0123   304.132   
15.6128   302.49    
16.2133   299.744   
16.8138   296.631   
17.4143   293.888   
18.0148   292.285   
18.6153   291.52    
19.2157   291.121   
19.8162   289.973   
20.4167   288.339   
21.0172   286.794   
21.6177   285.858   
22.2182   285.269   
22.8187   284.475   
23.4192   283.722   
24.0197   282.908   
24.6202   281.941   
25.2207   281.105   
25.8212   280.506   
26.4216   279.797   
27.0221   278.809   
27.6226   277.667   
28.2231   276.489   
28.8236   275.333   
29.4241   274.246   
30.0246   273.301   
30.6251   272.604   
31.2256   272.233   
31.8261   272.093   
32.4266   271.922   
33.0271   271.546   
33.6276   270.98    
34.228    270.333   
34.8285   269.767   
35.429    269.535   
36.0295   269.938   
36.63     270.786   
37.2305   271.396   
37.831    271.587   
38.4315   271.493   
39.032    271.216   
39.6325   270.816   
40.233    270.335   
40.8335   269.809   
41.4339   269.259   
42.0344   268.702   
42.6349   268.172   
43.2354   267.719   
43.8359   267.326   
44.4364   266.876   
45.0369   266.282   
45.6374   265.572   
46.2379   264.918   
46.8384   264.821   
47.4389   266.064   
48.0394   267.578   
48.6399   268.177   
49.2403   268.439   
49.8408   268.511   
50.4413   268.171   
51.0418   267.304   
51.6423   266.015   
52.2428   264.491   
52.8433   262.873   
53.4438   261.244   
54.0443   259.639   
54.6448   258.074   
55.2453   256.55    
55.8458   255.067   
56.4462   253.622   
57.0467   252.211   
57.6472   250.832   
58.2477   249.481   
58.8482   248.158   
59.4487   246.859   
