#r        v         
0         0         
0.600492  40.3857   
1.20098   68.7186   
1.80148   92.5744   
2.40197   110.81    
3.00246   125.702   
3.60295   138.28    
4.20344   151.402   
4.80394   162.519   
5.40443   172.415   
6.00492   181.365   
6.60541   191.409   
7.2059    202.24    
7.8064    211.928   
8.40689   218.769   
9.00738   225.284   
9.60787   233.988   
10.2084   244.016   
10.8089   253.328   
11.4093   261.47    
12.0098   268.652   
12.6103   274.293   
13.2108   279.784   
13.8113   286.269   
14.4118   292.292   
15.0123   297.215   
15.6128   299.359   
16.2133   298.188   
16.8138   295.272   
17.4143   292.239   
18.0148   290.277   
18.6153   289.237   
19.2157   288.707   
19.8162   287.534   
20.4167   285.934   
21.0172   284.467   
21.6177   283.643   
22.2182   283.183   
22.8187   282.52    
23.4192   281.895   
24.0197   281.202   
24.6202   280.349   
25.2207   279.625   
25.8212   279.13    
26.4216   278.518   
27.0221   277.618   
27.6226   276.557   
28.2231   275.454   
28.8236   274.367   
29.4241   273.344   
30.0246   272.459   
30.6251   271.818   
31.2256   271.499   
31.8261   271.407   
32.4266   271.28    
33.0271   270.945   
33.6276   270.415   
34.228    269.802   
34.8285   269.266   
35.429    269.064   
36.0295   269.495   
36.63     270.37    
37.2305   271.003   
37.831    271.215   
38.4315   271.141   
39.032    270.882   
39.6325   270.499   
40.233    270.034   
40.8335   269.522   
41.4339   268.986   
42.0344   268.441   
42.6349   267.923   
43.2354   267.482   
43.8359   267.099   
44.4364   266.66    
45.0369   266.075   
45.6374   265.373   
46.2379   264.727   
46.8384   264.639   
47.4389   265.889   
48.0394   267.412   
48.6399   268.018   
49.2403   268.287   
49.8408   268.365   
50.4413   268.031   
51.0418   267.169   
51.6423   265.885   
52.2428   264.365   
52.8433   262.752   
53.4438   261.126   
54.0443   259.525   
54.6448   257.963   
55.2453   256.443   
55.8458   254.963   
56.4462   253.521   
57.0467   252.113   
57.6472   250.737   
58.2477   249.389   
58.8482   248.068   
59.4487   246.772   
