#r        v         
0         0         
0.600492  39.8721   
1.20098   68.8884   
1.80148   99.8127   
2.40197   124.615   
3.00246   144.677   
3.60295   160.547   
4.20344   171.093   
4.80394   179.541   
5.40443   184.553   
6.00492   189.754   
6.60541   195.974   
7.2059    205.229   
7.8064    215.548   
8.40689   224.327   
9.00738   230.187   
9.60787   233.097   
10.2084   234.011   
10.8089   234.537   
11.4093   234.926   
12.0098   239.596   
12.6103   251.121   
13.2108   263.988   
13.8113   276.532   
14.4118   287.231   
15.0123   293.951   
15.6128   295.493   
16.2133   293.517   
16.8138   290.104   
17.4143   287.153   
18.0148   284.734   
18.6153   283.29    
19.2157   282.855   
19.8162   282.687   
20.4167   282.089   
21.0172   281.345   
21.6177   280.949   
22.2182   280.576   
22.8187   279.892   
23.4192   279.249   
24.0197   278.831   
24.6202   278.402   
25.2207   277.648   
25.8212   276.5     
26.4216   275.084   
27.0221   273.542   
27.6226   271.959   
28.2231   270.374   
28.8236   268.811   
29.4241   267.361   
30.0246   266.389   
30.6251   266.892   
31.2256   269.055   
31.8261   269.953   
32.4266   269.386   
33.0271   268.391   
33.6276   267.405   
34.228    266.582   
34.8285   266.08    
35.429    266.27    
36.0295   267.632   
36.63     269.591   
37.2305   270.642   
37.831    270.611   
38.4315   270.037   
39.032    269.25    
39.6325   268.367   
40.233    267.433   
40.8335   266.498   
41.4339   265.662   
42.0344   265.05    
42.6349   264.722   
43.2354   264.616   
43.8359   264.714   
44.4364   265.111   
45.0369   265.61    
45.6374   265.645   
46.2379   265.169   
46.8384   265.343   
47.4389   267.983   
48.0394   270.623   
48.6399   270.634   
49.2403   269.702   
49.8408   268.865   
50.4413   268.045   
51.0418   266.895   
51.6423   265.363   
52.2428   263.606   
52.8433   261.782   
53.4438   259.979   
54.0443   258.235   
54.6448   256.559   
55.2453   254.948   
55.8458   253.397   
56.4462   251.899   
57.0467   250.448   
57.6472   249.038   
58.2477   247.664   
58.8482   246.325   
59.4487   245.016   
