#r        v         
0         0         
0.600492  38.4086   
1.20098   68.1172   
1.80148   91.9858   
2.40197   110.331   
3.00246   125.839   
3.60295   139.719   
4.20344   153.375   
4.80394   167.964   
5.40443   179.042   
6.00492   185.413   
6.60541   191.348   
7.2059    201.489   
7.8064    212.075   
8.40689   222.192   
9.00738   234.419   
9.60787   241.875   
10.2084   245.467   
10.8089   247.651   
11.4093   252.098   
12.0098   259.772   
12.6103   272.224   
13.2108   288.443   
13.8113   299.476   
14.4118   303.132   
15.0123   302.855   
15.6128   300.966   
16.2133   298.183   
16.8138   295.159   
17.4143   292.568   
18.0148   291.138   
18.6153   290.54    
19.2157   290.293   
19.8162   289.275   
20.4167   287.749   
21.0172   286.294   
21.6177   285.433   
22.2182   284.908   
22.8187   284.166   
23.4192   283.458   
24.0197   282.681   
24.6202   281.744   
25.2207   280.935   
25.8212   280.358   
26.4216   279.669   
27.0221   278.697   
27.6226   277.57    
28.2231   276.404   
28.8236   275.257   
29.4241   274.179   
30.0246   273.242   
30.6251   272.552   
31.2256   272.187   
31.8261   272.052   
32.4266   271.886   
33.0271   271.514   
33.6276   270.952   
34.228    270.308   
34.8285   269.744   
35.429    269.515   
36.0295   269.92    
36.63     270.77    
37.2305   271.382   
37.831    271.574   
38.4315   271.482   
39.032    271.206   
39.6325   270.807   
40.233    270.328   
40.8335   269.802   
41.4339   269.253   
42.0344   268.696   
42.6349   268.167   
43.2354   267.715   
43.8359   267.322   
44.4364   266.873   
45.0369   266.28    
45.6374   265.57    
46.2379   264.916   
46.8384   264.82    
47.4389   266.062   
48.0394   267.577   
48.6399   268.176   
49.2403   268.438   
49.8408   268.51    
50.4413   268.171   
51.0418   267.304   
51.6423   266.015   
52.2428   264.491   
52.8433   262.873   
53.4438   261.244   
54.0443   259.64    
54.6448   258.074   
55.2453   256.551   
55.8458   255.068   
56.4462   253.623   
57.0467   252.212   
57.6472   250.833   
58.2477   249.482   
58.8482   248.159   
59.4487   246.86    
