#r        v         
0         0         
0.600492  43.4504   
1.20098   68.154    
1.80148   90.5406   
2.40197   110.361   
3.00246   127.967   
3.60295   142.443   
4.20344   154.986   
4.80394   172.328   
5.40443   195.201   
6.00492   214.384   
6.60541   230.45    
7.2059    239.937   
7.8064    242.647   
8.40689   241.557   
9.00738   239.069   
9.60787   236.655   
10.2084   234.401   
10.8089   232.234   
11.4093   229.935   
12.0098   229.071   
12.6103   230.494   
13.2108   236.359   
13.8113   247.737   
14.4118   259.174   
15.0123   270.32    
15.6128   281.294   
16.2133   288.967   
16.8138   294.086   
17.4143   298.207   
18.0148   298.874   
18.6153   296.606   
19.2157   294.296   
19.8162   292.429   
20.4167   290.491   
21.0172   288.606   
21.6177   287.213   
22.2182   285.98    
22.8187   284.573   
23.4192   283.332   
24.0197   282.419   
24.6202   281.58    
25.2207   280.486   
25.8212   279.053   
26.4216   277.395   
27.0221   275.645   
27.6226   273.881   
28.2231   272.134   
28.8236   270.427   
29.4241   268.844   
30.0246   267.745   
30.6251   268.125   
31.2256   270.179   
31.8261   270.996   
32.4266   270.359   
33.0271   269.298   
33.6276   268.252   
34.228    267.372   
34.8285   266.816   
35.429    266.956   
36.0295   268.27    
36.63     270.188   
37.2305   271.204   
37.831    271.142   
38.4315   270.54    
39.032    269.727   
39.6325   268.821   
40.233    267.863   
40.8335   266.907   
41.4339   266.051   
42.0344   265.42    
42.6349   265.074   
43.2354   264.953   
43.8359   265.036   
44.4364   265.42    
45.0369   265.905   
45.6374   265.927   
46.2379   265.439   
46.8384   265.6     
47.4389   268.226   
48.0394   270.852   
48.6399   270.851   
49.2403   269.91    
49.8408   269.064   
50.4413   268.235   
51.0418   267.077   
51.6423   265.537   
52.2428   263.774   
52.8433   261.944   
53.4438   260.135   
54.0443   258.385   
54.6448   256.704   
55.2453   255.088   
55.8458   253.533   
56.4462   252.03    
57.0467   250.575   
57.6472   249.161   
58.2477   247.784   
58.8482   246.441   
59.4487   245.128   
