#r        v         
0         0         
0.600492  39.9358   
1.20098   69.6607   
1.80148   100.523   
2.40197   124.949   
3.00246   144.673   
3.60295   160.498   
4.20344   172.083   
4.80394   179.992   
5.40443   184.374   
6.00492   188.022   
6.60541   193.832   
7.2059    203.851   
7.8064    214.023   
8.40689   221.112   
9.00738   225.699   
9.60787   229.001   
10.2084   233.141   
10.8089   239.32    
11.4093   247.307   
12.0098   255.097   
12.6103   263.358   
13.2108   271.19    
13.8113   279.932   
14.4118   286.198   
15.0123   288.802   
15.6128   289.021   
16.2133   286.937   
16.8138   283.882   
17.4143   281.166   
18.0148   279.479   
18.6153   278.77    
19.2157   278.978   
19.8162   279.867   
20.4167   280.236   
21.0172   280.177   
21.6177   280.294   
22.2182   280.277   
22.8187   279.818   
23.4192   279.302   
24.0197   278.948   
24.6202   278.546   
25.2207   277.799   
25.8212   276.649   
26.4216   275.227   
27.0221   273.678   
27.6226   272.088   
28.2231   270.495   
28.8236   268.927   
29.4241   267.472   
30.0246   266.494   
30.6251   266.994   
31.2256   269.151   
31.8261   270.044   
32.4266   269.472   
33.0271   268.473   
33.6276   267.484   
34.228    266.658   
34.8285   266.152   
35.429    266.339   
36.0295   267.698   
36.63     269.654   
37.2305   270.702   
37.831    270.668   
38.4315   270.091   
39.032    269.302   
39.6325   268.418   
40.233    267.481   
40.8335   266.545   
41.4339   265.707   
42.0344   265.094   
42.6349   264.764   
43.2354   264.656   
43.8359   264.751   
44.4364   265.147   
45.0369   265.644   
45.6374   265.678   
46.2379   265.202   
46.8384   265.374   
47.4389   268.012   
48.0394   270.651   
48.6399   270.661   
49.2403   269.728   
49.8408   268.891   
50.4413   268.07    
51.0418   266.92    
51.6423   265.387   
52.2428   263.63    
52.8433   261.805   
53.4438   260.002   
54.0443   258.257   
54.6448   256.58    
55.2453   254.969   
55.8458   253.417   
56.4462   251.919   
57.0467   250.467   
57.6472   249.056   
58.2477   247.683   
58.8482   246.343   
59.4487   245.033   
