#r        v         
0         0         
0.600492  42.2826   
1.20098   68.6247   
1.80148   95.6689   
2.40197   115.405   
3.00246   130.388   
3.60295   140.766   
4.20344   148.866   
4.80394   155.754   
5.40443   162.655   
6.00492   170.978   
6.60541   181.315   
7.2059    192.771   
7.8064    202.907   
8.40689   212.315   
9.00738   220.41    
9.60787   228.741   
10.2084   237.487   
10.8089   243.461   
11.4093   249.215   
12.0098   254.955   
12.6103   258.695   
13.2108   264.301   
13.8113   273.297   
14.4118   281.867   
15.0123   292.108   
15.6128   302.219   
16.2133   308.82    
16.8138   310.423   
17.4143   308.114   
18.0148   303.654   
18.6153   299.197   
19.2157   295.716   
19.8162   293.085   
20.4167   290.749   
21.0172   288.734   
21.6177   287.346   
22.2182   286.173   
22.8187   284.838   
23.4192   283.659   
24.0197   282.793   
24.6202   281.989   
25.2207   280.921   
25.8212   279.506   
26.4216   277.862   
27.0221   276.12    
27.6226   274.362   
28.2231   272.619   
28.8236   270.914   
29.4241   269.335   
30.0246   268.239   
30.6251   268.621   
31.2256   270.665   
31.8261   271.467   
32.4266   270.817   
33.0271   269.748   
33.6276   268.694   
34.228    267.806   
34.8285   267.242   
35.429    267.373   
36.0295   268.675   
36.63     270.578   
37.2305   271.579   
37.831    271.506   
38.4315   270.894   
39.032    270.071   
39.6325   269.156   
40.233    268.191   
40.8335   267.227   
41.4339   266.363   
42.0344   265.725   
42.6349   265.371   
43.2354   265.241   
43.8359   265.314   
44.4364   265.688   
45.0369   266.164   
45.6374   266.179   
46.2379   265.685   
46.8384   265.84    
47.4389   268.458   
48.0394   271.078   
48.6399   271.073   
49.2403   270.128   
49.8408   269.279   
50.4413   268.447   
51.0418   267.286   
51.6423   265.744   
52.2428   263.978   
52.8433   262.145   
53.4438   260.334   
54.0443   258.582   
54.6448   256.898   
55.2453   255.279   
55.8458   253.721   
56.4462   252.216   
57.0467   250.758   
57.6472   249.341   
58.2477   247.962   
58.8482   246.616   
59.4487   245.301   
