#r        v         
0         0         
0.600492  44.0212   
1.20098   71.6144   
1.80148   104.334   
2.40197   131.315   
3.00246   148.291   
3.60295   159.626   
4.20344   167.328   
4.80394   172.331   
5.40443   177.459   
6.00492   183.695   
6.60541   193.192   
7.2059    205.385   
7.8064    218.233   
8.40689   229.46    
9.00738   240.246   
9.60787   249.897   
10.2084   256.717   
10.8089   261.183   
11.4093   264.64    
12.0098   266.906   
12.6103   268.292   
13.2108   270.591   
13.8113   274.745   
14.4118   278.195   
15.0123   282.403   
15.6128   286.225   
16.2133   287.524   
16.8138   286.43    
17.4143   284.088   
18.0148   281.661   
18.6153   279.835   
19.2157   278.904   
19.8162   278.492   
20.4167   277.993   
21.0172   277.495   
21.6177   277.392   
22.2182   277.376   
22.8187   277.318   
23.4192   277.627   
24.0197   277.787   
24.6202   277.576   
25.2207   276.925   
25.8212   275.843   
26.4216   274.482   
27.0221   272.989   
27.6226   271.451   
28.2231   269.905   
28.8236   268.376   
29.4241   266.953   
30.0246   266.002   
30.6251   266.524   
31.2256   268.708   
31.8261   269.63    
32.4266   269.08    
33.0271   268.098   
33.6276   267.123   
34.228    266.309   
34.8285   265.815   
35.429    266.013   
36.0295   267.384   
36.63     269.354   
37.2305   270.414   
37.831    270.391   
38.4315   269.824   
39.032    269.042   
39.6325   268.165   
40.233    267.234   
40.8335   266.303   
41.4339   265.471   
42.0344   264.863   
42.6349   264.539   
43.2354   264.438   
43.8359   264.541   
44.4364   264.944   
45.0369   265.447   
45.6374   265.485   
46.2379   265.012   
46.8384   265.188   
47.4389   267.832   
48.0394   270.475   
48.6399   270.486   
49.2403   269.555   
49.8408   268.72    
50.4413   267.9     
51.0418   266.751   
51.6423   265.219   
52.2428   263.463   
52.8433   261.639   
53.4438   259.837   
54.0443   258.094   
54.6448   256.418   
55.2453   254.809   
55.8458   253.259   
56.4462   251.762   
57.0467   250.311   
57.6472   248.902   
58.2477   247.53    
58.8482   246.192   
59.4487   244.884   
