#r        v         
0         0         
0.600492  40.9232   
1.20098   69.5683   
1.80148   93.449    
2.40197   110.914   
3.00246   125.189   
3.60295   138.309   
4.20344   151.828   
4.80394   162.203   
5.40443   171.721   
6.00492   179.939   
6.60541   189.294   
7.2059    200.315   
7.8064    210.744   
8.40689   218.383   
9.00738   225.746   
9.60787   235.213   
10.2084   246.89    
10.8089   256.532   
11.4093   264.344   
12.0098   270.119   
12.6103   275.091   
13.2108   280.299   
13.8113   287.779   
14.4118   294.123   
15.0123   297.745   
15.6128   298.479   
16.2133   296.658   
16.8138   293.707   
17.4143   290.869   
18.0148   289.15    
18.6153   288.33    
19.2157   287.982   
19.8162   286.95    
20.4167   285.458   
21.0172   284.074   
21.6177   283.316   
22.2182   282.908   
22.8187   282.286   
23.4192   281.694   
24.0197   281.028   
24.6202   280.197   
25.2207   279.491   
25.8212   279.011   
26.4216   278.412   
27.0221   277.522   
27.6226   276.471   
28.2231   275.376   
28.8236   274.296   
29.4241   273.278   
30.0246   272.399   
30.6251   271.762   
31.2256   271.447   
31.8261   271.359   
32.4266   271.236   
33.0271   270.904   
33.6276   270.377   
34.228    269.766   
34.8285   269.232   
35.429    269.032   
36.0295   269.465   
36.63     270.341   
37.2305   270.976   
37.831    271.19    
38.4315   271.117   
39.032    270.859   
39.6325   270.477   
40.233    270.013   
40.8335   269.502   
41.4339   268.967   
42.0344   268.423   
42.6349   267.906   
43.2354   267.465   
43.8359   267.083   
44.4364   266.644   
45.0369   266.06    
45.6374   265.359   
46.2379   264.712   
46.8384   264.625   
47.4389   265.876   
48.0394   267.399   
48.6399   268.005   
49.2403   268.275   
49.8408   268.353   
50.4413   268.02    
51.0418   267.158   
51.6423   265.875   
52.2428   264.355   
52.8433   262.741   
53.4438   261.116   
54.0443   259.515   
54.6448   257.954   
55.2453   256.434   
55.8458   254.954   
56.4462   253.512   
57.0467   252.104   
57.6472   250.728   
58.2477   249.381   
58.8482   248.06    
59.4487   246.764   
