#r        v         
0         0         
0.600492  33.869    
1.20098   63.1074   
1.80148   87.6938   
2.40197   107.483   
3.00246   123.303   
3.60295   137.513   
4.20344   153.884   
4.80394   170.744   
5.40443   184.393   
6.00492   195.883   
6.60541   207.868   
7.2059    218.758   
7.8064    222.994   
8.40689   224.384   
9.00738   226.242   
9.60787   230.822   
10.2084   238.625   
10.8089   246.962   
11.4093   256.315   
12.0098   269.908   
12.6103   280.401   
13.2108   287.075   
13.8113   291.291   
14.4118   292.237   
15.0123   292.268   
15.6128   292.784   
16.2133   292.923   
16.8138   293.504   
17.4143   292.804   
18.0148   291.637   
18.6153   290.759   
19.2157   290.156   
19.8162   288.848   
20.4167   287.114   
21.0172   285.53    
21.6177   284.606   
22.2182   284.061   
22.8187   283.329   
23.4192   282.647   
24.0197   281.907   
24.6202   281.015   
25.2207   280.254   
25.8212   279.726   
26.4216   279.085   
27.0221   278.158   
27.6226   277.074   
28.2231   275.948   
28.8236   274.839   
29.4241   273.796   
30.0246   272.891   
30.6251   272.231   
31.2256   271.893   
31.8261   271.784   
32.4266   271.64    
33.0271   271.29    
33.6276   270.746   
34.228    270.119   
34.8285   269.571   
35.429    269.357   
36.0295   269.775   
36.63     270.638   
37.2305   271.261   
37.831    271.464   
38.4315   271.381   
39.032    271.114   
39.6325   270.723   
40.233    270.25    
40.8335   269.731   
41.4339   269.188   
42.0344   268.636   
42.6349   268.112   
43.2354   267.664   
43.8359   267.276   
44.4364   266.831   
45.0369   266.241   
45.6374   265.535   
46.2379   264.884   
46.8384   264.791   
47.4389   266.037   
48.0394   267.554   
48.6399   268.155   
49.2403   268.419   
49.8408   268.493   
50.4413   268.156   
51.0418   267.29    
51.6423   266.003   
52.2428   264.479   
52.8433   262.863   
53.4438   261.235   
54.0443   259.632   
54.6448   258.067   
55.2453   256.545   
55.8458   255.063   
56.4462   253.618   
57.0467   252.208   
57.6472   250.83    
58.2477   249.48    
58.8482   248.157   
59.4487   246.859   
