#r        v         
0         0         
0.600492  30.7089   
1.20098   59.5874   
1.80148   86.2802   
2.40197   109.809   
3.00246   129.813   
3.60295   147.001   
4.20344   159.635   
4.80394   171.924   
5.40443   186.734   
6.00492   198.172   
6.60541   204.484   
7.2059    206.485   
7.8064    206.923   
8.40689   208.005   
9.00738   212.96    
9.60787   225.695   
10.2084   241.225   
10.8089   254.246   
11.4093   267.002   
12.0098   276.957   
12.6103   282.15    
13.2108   285.256   
13.8113   288.544   
14.4118   292.927   
15.0123   298.661   
15.6128   301.267   
16.2133   300.213   
16.8138   297.393   
17.4143   294.268   
18.0148   292.068   
18.6153   290.743   
19.2157   289.929   
19.8162   288.511   
20.4167   286.721   
21.0172   285.107   
21.6177   284.17    
22.2182   283.625   
22.8187   282.9     
23.4192   282.231   
24.0197   281.508   
24.6202   280.633   
25.2207   279.892   
25.8212   279.384   
26.4216   278.763   
27.0221   277.855   
27.6226   276.789   
28.2231   275.681   
28.8236   274.589   
29.4241   273.561   
30.0246   272.672   
30.6251   272.026   
31.2256   271.703   
31.8261   271.606   
32.4266   271.475   
33.0271   271.135   
33.6276   270.602   
34.228    269.985   
34.8285   269.445   
35.429    269.239   
36.0295   269.666   
36.63     270.537   
37.2305   271.166   
37.831    271.376   
38.4315   271.298   
39.032    271.037   
39.6325   270.65    
40.233    270.182   
40.8335   269.667   
41.4339   269.128   
42.0344   268.58    
42.6349   268.059   
43.2354   267.615   
43.8359   267.229   
44.4364   266.787   
45.0369   266.2     
45.6374   265.497   
46.2379   264.848   
46.8384   264.757   
47.4389   266.005   
48.0394   267.525   
48.6399   268.127   
49.2403   268.394   
49.8408   268.469   
50.4413   268.133   
51.0418   267.269   
51.6423   265.983   
52.2428   264.46    
52.8433   262.845   
53.4438   261.218   
54.0443   259.616   
54.6448   258.052   
55.2453   256.53    
55.8458   255.049   
56.4462   253.606   
57.0467   252.196   
57.6472   250.819   
58.2477   249.47    
58.8482   248.147   
59.4487   246.85    
