#r        v         
0         25.4379   
0.230189  29.1414   
0.460377  38.6538   
0.690566  55.2726   
0.920754  81.4825   
1.15094   101.912   
1.38113   121.81    
1.61132   132.08    
1.84151   145.37    
2.0717    153.413   
2.30189   162.755   
2.53207   165.644   
2.76226   173.338   
2.99245   175.324   
3.22264   182.749   
3.45283   180.5     
3.68302   186.867   
3.91321   191.77    
4.14339   199.836   
4.37358   197.931   
4.60377   201.973   
4.83396   208.166   
5.06415   212.672   
5.29434   221.949   
5.52453   217.047   
5.75472   215.568   
5.9849    227.087   
6.21509   228.219   
6.44528   230.831   
6.67547   237.714   
6.90566   238.2     
7.13585   239.172   
7.36604   239.303   
7.59622   250.554   
7.82641   245.669   
8.0566    248.421   
8.28679   251.712   
8.51698   254.771   
8.74717   259.681   
8.97736   262.727   
9.20754   265.248   
9.43773   265.722   
9.66792   269.652   
9.89811   272.519   
10.1283   274.817   
10.3585   274.675   
10.5887   281.945   
10.8189   280.41    
11.0491   281.568   
11.2792   284.066   
11.5094   287.766   
11.7396   288.813   
11.9698   290.987   
12.2      291.98    
12.4302   295.992   
12.6604   295.219   
12.8906   296.222   
13.1208   297.404   
13.3509   297.308   
13.5811   303.432   
13.8113   303.289   
14.0415   303.873   
14.2717   306.875   
14.5019   308.778   
14.7321   311.629   
14.9623   311.887   
15.1924   312.909   
15.4226   313.87    
15.6528   316.46    
15.883    318.077   
16.1132   320.234   
16.3434   318.061   
16.5736   321.557   
16.8038   322.927   
17.034    325.034   
17.2641   325.008   
17.4943   325.572   
17.7245   326.583   
17.9547   328.057   
18.1849   327.535   
18.4151   331.431   
18.6453   331.616   
18.8755   334.084   
19.1057   331.702   
19.3358   333.196   
19.566    337.339   
19.7962   337.944   
20.0264   336.69    
20.2566   339.508   
20.4868   338.191   
20.717    337.284   
20.9472   337.687   
21.1774   339.651   
21.4075   343.783   
21.6377   342.208   
21.8679   343.706   
22.0981   341.903   
22.3283   346.034   
22.5585   344.127   
22.7887   346.289   
23.0189   334.671   
23.249    337.33    
23.4792   338.447   
23.7094   342.387   
23.9396   341.776   
24.1698   338.565   
24.4      333.311   
24.6302   328.633   
24.8604   345.52    
25.0906   340.359   
25.3207   335.859   
25.5509   338.443   
25.7811   343.394   
26.0113   338.12    
26.2415   345.673   
26.4717   338.76    
26.7019   339.937   
26.9321   340.762   
27.1623   336.301   
27.3924   338.488   
27.6226   340.046   
27.8528   334.479   
28.083    341.387   
28.3132   340.075   
28.5434   334.551   
28.7736   338.487   
29.0038   334.069   
29.234    338.868   
29.4641   335.521   
29.6943   340.652   
29.9245   341.302   
30.1547   333.864   
30.3849   334.408   
30.6151   340.202   
30.8453   342.854   
31.0755   334.471   
31.3056   342.004   
31.5358   335.274   
31.766    342.258   
31.9962   341.185   
32.2264   336.875   
32.4566   337.366   
32.6868   340.216   
