#r        v         
0         38.6907   
0.150123  48.2069   
0.300246  54.1258   
0.450369  57.1546   
0.600492  64.8467   
0.750615  93.6476   
0.900738  100.216   
1.05086   84.7851   
1.20098   119.446   
1.35111   92.7255   
1.50123   285.104   
1.65135   269.95    
1.80148   237.326   
1.9516    231.027   
2.10172   196.505   
2.25184   301.291   
2.40197   251.352   
2.55209   302.242   
2.70221   364.708   
2.85234   323.533   
3.00246   336.511   
3.15258   279.816   
3.30271   389.789   
3.45283   362.508   
3.60295   378.365   
3.75307   425.255   
3.9032    361.623   
4.05332   315.524   
4.20344   331.724   
4.35357   381.493   
4.50369   369.446   
4.65381   332.657   
4.80394   325.315   
4.95406   575.529   
5.10418   548.004   
5.2543    288.223   
5.40443   288.702   
5.55455   490.43    
5.70467   522.434   
5.8548    678.808   
6.00492   623.598   
6.15504   590.44    
6.30517   393.726   
6.45529   723.474   
6.60541   699.333   
6.75553   666.985   
6.90566   683.114   
7.05578   758.816   
7.2059    572.526   
7.35603   406.224   
7.50615   740.648   
7.65627   534.753   
7.8064    652.94    
7.95652   664.266   
8.10664   554.115   
8.25676   714.184   
8.40689   408.275   
8.55701   691.421   
8.70713   627.409   
8.85726   500.132   
9.00738   593.774   
9.1575    777.826   
9.30763   692.035   
9.45775   660.41    
9.60787   814.939   
9.75799   718.346   
9.90812   650.096   
10.0582   567.679   
10.2084   953.773   
10.3585   800.112   
10.5086   833.188   
10.6587   763.553   
10.8089   760.143   
10.959    795.921   
11.1091   839.974   
11.2592   875.018   
11.4093   962.114   
11.5595   951.495   
11.7096   937.946   
11.8597   959.545   
12.0098   1022.52   
12.16     848.707   
12.3101   1274.83   
12.4602   995.835   
12.6103   954.526   
12.7605   814.986   
12.9106   1403.65   
13.0607   1425.14   
13.2108   1122.12   
13.3609   855.57    
13.5111   1215.62   
13.6612   960.929   
13.8113   892.579   
13.9614   1549.66   
14.1116   1532.9    
14.2617   1031.82   
14.4118   1372.77   
14.5619   877.969   
14.7121   1056.44   
14.8622   1403.24   
15.0123   1337.72   
15.1624   1678.59   
15.3125   1574.21   
15.4627   1194.52   
15.6128   1917.98   
15.7629   1069.03   
15.913    924.939   
16.0632   965.518   
16.2133   1773.23   
16.3634   1512.25   
16.5135   1049.26   
16.6637   1068.04   
16.8138   1693.49   
16.9639   1530.06   
17.114    1335.73   
17.2641   1639.52   
17.4143   1361.69   
17.5644   1521.63   
17.7145   1461.42   
17.8646   1256.05   
18.0148   1287.33   
18.1649   1302.96   
18.315    1601.35   
18.4651   1300.25   
18.6153   1262.44   
18.7654   1386.42   
18.9155   1704.23   
19.0656   1460.45   
19.2157   2000.89   
19.3659   2111.25   
19.516    1278.98   
19.6661   1764.07   
19.8162   1246.37   
19.9664   1774.91   
20.1165   1669.85   
20.2666   1746.95   
20.4167   1572.13   
20.5669   1762.93   
20.717    2080.86   
20.8671   1505.55   
21.0172   1693.96   
21.1673   2026.66   
21.3175   1843.49   
21.4676   1736.11   
21.6177   2053.31   
21.7678   1778.99   
21.918    1913.31   
22.0681   1682.77   
22.2182   1900.59   
22.3683   1853.65   
22.5184   2104.05   
22.6686   1525.21   
22.8187   1942.44   
22.9688   1656.2    
23.1189   1625.86   
23.2691   1789.34   
23.4192   1983.28   
23.5693   1573.9    
23.7194   1593.93   
23.8696   1556.42   
24.0197   1760.37   
24.1698   1737.5    
24.3199   1912.73   
24.47     1861.48   
24.6202   1560.43   
24.7703   1809.99   
24.9204   1771.75   
25.0705   2023.27   
25.2207   2327.75   
25.3708   1995.53   
25.5209   2045.43   
25.671    2106.81   
25.8212   1790.82   
25.9713   2084.24   
26.1214   1985.75   
26.2715   2106.19   
26.4216   2071.84   
26.5718   2336.19   
26.7219   2179.76   
26.872    1871.42   
27.0221   2129.57   
27.1723   2093.45   
27.3224   2004.9    
27.4725   2083.81   
27.6226   2155.42   
27.7728   2072.61   
27.9229   2161.85   
28.073    2140.55   
28.2231   2132.33   
28.3732   2176.13   
28.5234   1948.87   
28.6735   2174.3    
28.8236   2169.19   
28.9737   2029.61   
29.1239   1955.98   
29.274    1925.97   
29.4241   2142.96   
29.5742   2106.81   
29.7244   1894.9    
29.8745   1888.07   
30.0246   1690.75   
30.1747   1933.28   
30.3248   1892.78   
30.475    2140.25   
30.6251   2026.55   
30.7752   1825.29   
30.9253   2162.74   
31.0755   1781.78   
31.2256   1853.05   
31.3757   1794.5    
31.5258   1919.39   
31.676    1968.25   
31.8261   1955.59   
31.9762   1937.84   
32.1263   1855.04   
32.2764   1750.69   
32.4266   1770.9    
32.5767   1829.84   
32.7268   2080.56   
32.8769   1897.4    
33.0271   1915.65   
33.1772   1872.27   
33.3273   1945.7    
33.4774   1812.02   
33.6276   1841.11   
33.7777   1795.17   
33.9278   2026.49   
34.0779   1795.96   
34.228    1680.95   
34.3782   1596.65   
34.5283   1891.26   
34.6784   1806.27   
34.8285   1695.89   
34.9787   1939.74   
35.1288   1870.7    
35.2789   1783.32   
35.429    1788.17   
35.5792   1707.81   
35.7293   1789.74   
35.8794   1651.17   
36.0295   1689.89   
36.1796   1740.48   
36.3298   1840.03   
36.4799   1591.83   
36.63     1726.95   
36.7801   1703.4    
36.9303   1362.02   
37.0804   1669.8    
37.2305   1437.1    
37.3806   1611.28   
37.5307   1758.77   
37.6809   1684.64   
37.831    1572.8    
37.9811   1775.76   
38.1312   1550.22   
38.2814   1628.08   
38.4315   1658.95   
38.5816   1528.48   
38.7317   1617.71   
38.8819   1658.65   
39.032    1696.9    
39.1821   1651.7    
39.3322   1443.08   
39.4823   1720.17   
39.6325   1640.31   
39.7826   1611.23   
39.9327   1537.73   
40.0828   1449.71   
40.233    1505.83   
40.3831   1506.01   
40.5332   1481.71   
40.6833   1499.51   
40.8335   1462.59   
40.9836   1647.67   
41.1337   1524.22   
41.2838   1589.36   
41.4339   1562.87   
41.5841   1590.33   
41.7342   1575.52   
41.8843   1600.56   
42.0344   1600.28   
42.1846   1600.46   
42.3347   1523.52   
42.4848   1332.08   
42.6349   1513.27   
42.7851   1500.32   
42.9352   1503.58   
43.0853   1449.68   
43.2354   1489.55   
43.3855   1475.36   
43.5357   1395.45   
43.6858   1506.9    
43.8359   1434.63   
43.986    1409.2    
44.1362   1431.04   
44.2863   1276.08   
44.4364   1377.81   
44.5865   1448.21   
44.7367   1263.05   
44.8868   1245.29   
45.0369   1460.49   
45.187    1490.71   
45.3371   1499.14   
45.4873   1417.71   
45.6374   1485.45   
45.7875   1134.63   
45.9376   1400.33   
46.0878   1390.87   
46.2379   1270.87   
46.388    1380.98   
46.5381   1343.03   
46.6883   1243.05   
46.8384   1318.15   
46.9885   1281.59   
47.1386   1413.07   
47.2887   1301.34   
47.4389   1178.9    
47.589    1294.91   
47.7391   1330.93   
47.8892   1393.55   
48.0394   1329.07   
48.1895   1266.61   
48.3396   1183.63   
48.4897   1310.08   
48.6399   1236.81   
48.79     1217.18   
48.9401   1356.28   
49.0902   1167.41   
49.2403   1180.76   
49.3905   1417.86   
49.5406   1184.13   
49.6907   1258.79   
49.8408   1197.53   
49.991    1283.29   
