#r        v         
0         0         
0.600492  37.6311   
1.20098   62.7485   
1.80148   89.4631   
2.40197   112.162   
3.00246   129.943   
3.60295   147.81    
4.20344   160.38    
4.80394   168.188   
5.40443   176.467   
6.00492   184.748   
6.60541   196.012   
7.2059    207.544   
7.8064    217.421   
8.40689   226.346   
9.00738   230.767   
9.60787   231.73    
10.2084   231.148   
10.8089   229.568   
11.4093   228.411   
12.0098   229.557   
12.6103   232.635   
13.2108   242.695   
13.8113   262.755   
14.4118   283.269   
15.0123   302.832   
15.6128   315.475   
16.2133   321.908   
16.8138   321.244   
17.4143   316.665   
18.0148   310.939   
18.6153   305.627   
19.2157   301.434   
19.8162   298.149   
20.4167   295.218   
21.0172   292.674   
21.6177   290.807   
22.2182   289.201   
22.8187   287.494   
23.4192   285.998   
24.0197   284.861   
24.6202   283.823   
25.2207   282.551   
25.8212   280.96    
26.4216   279.16    
27.0221   277.282   
27.6226   275.402   
28.2231   273.55    
28.8236   271.747   
29.4241   270.075   
30.0246   268.893   
30.6251   269.191   
31.2256   271.167   
31.8261   271.918   
32.4266   271.224   
33.0271   270.113   
33.6276   269.02    
34.228    268.096   
34.8285   267.5     
35.429    267.6     
36.0295   268.875   
36.63     270.756   
37.2305   271.739   
37.831    271.65    
38.4315   271.023   
39.032    270.186   
39.6325   269.258   
40.233    268.28    
40.8335   267.305   
41.4339   266.431   
42.0344   265.784   
42.6349   265.422   
43.2354   265.285   
43.8359   265.353   
44.4364   265.722   
45.0369   266.193   
45.6374   266.203   
46.2379   265.703   
46.8384   265.854   
47.4389   268.467   
48.0394   271.081   
48.6399   271.071   
49.2403   270.122   
49.8408   269.269   
50.4413   268.433   
51.0418   267.268   
51.6423   265.722   
52.2428   263.953   
52.8433   262.118   
53.4438   260.304   
54.0443   258.55    
54.6448   256.864   
55.2453   255.244   
55.8458   253.684   
56.4462   252.177   
57.0467   250.717   
57.6472   249.299   
58.2477   247.919   
58.8482   246.572   
59.4487   245.256   
