#r        v         
0         0         
0.600492  39.0131   
1.20098   66.9309   
1.80148   90.9089   
2.40197   112.393   
3.00246   130.177   
3.60295   143.949   
4.20344   156.211   
4.80394   166.737   
5.40443   174.908   
6.00492   180.948   
6.60541   187.501   
7.2059    196.223   
7.8064    207.313   
8.40689   219.411   
9.00738   231.815   
9.60787   245.112   
10.2084   255.814   
10.8089   263.945   
11.4093   267.622   
12.0098   269.166   
12.6103   271.328   
13.2108   273.419   
13.8113   275.792   
14.4118   277.804   
15.0123   280.455   
15.6128   284.922   
16.2133   289.713   
16.8138   293.49    
17.4143   293.818   
18.0148   292.954   
18.6153   291.95    
19.2157   291.105   
19.8162   289.551   
20.4167   287.594   
21.0172   285.822   
21.6177   284.749   
22.2182   284.09    
22.8187   283.269   
23.4192   282.517   
24.0197   281.722   
24.6202   280.789   
25.2207   280       
25.8212   279.454   
26.4216   278.799   
27.0221   277.865   
27.6226   276.777   
28.2231   275.652   
28.8236   274.546   
29.4241   273.507   
30.0246   272.609   
30.6251   271.957   
31.2256   271.628   
31.8261   271.528   
32.4266   271.394   
33.0271   271.052   
33.6276   270.517   
34.228    269.899   
34.8285   269.359   
35.429    269.152   
36.0295   269.579   
36.63     270.45    
37.2305   271.08    
37.831    271.289   
38.4315   271.213   
39.032    270.952   
39.6325   270.566   
40.233    270.099   
40.8335   269.586   
41.4339   269.048   
42.0344   268.502   
42.6349   267.982   
43.2354   267.539   
43.8359   267.155   
44.4364   266.714   
45.0369   266.128   
45.6374   265.426   
46.2379   264.778   
46.8384   264.689   
47.4389   265.938   
48.0394   267.459   
48.6399   268.064   
49.2403   268.332   
49.8408   268.409   
50.4413   268.074   
51.0418   267.212   
51.6423   265.927   
52.2428   264.406   
52.8433   262.792   
53.4438   261.166   
54.0443   259.564   
54.6448   258.002   
55.2453   256.481   
55.8458   255.001   
56.4462   253.558   
57.0467   252.15    
57.6472   250.773   
58.2477   249.425   
58.8482   248.103   
59.4487   246.807   
