#r        v         
0         0         
0.600492  32.8874   
1.20098   61.7234   
1.80148   86.9041   
2.40197   107.128   
3.00246   123.714   
3.60295   139.29    
4.20344   156.711   
4.80394   171.923   
5.40443   184.215   
6.00492   196.754   
6.60541   209.944   
7.2059    217.897   
7.8064    220.007   
8.40689   221.098   
9.00738   223.443   
9.60787   230.459   
10.2084   240.069   
10.8089   250.092   
11.4093   260.165   
12.0098   272.888   
12.6103   280.14    
13.2108   283.703   
13.8113   286.413   
14.4118   287.491   
15.0123   289.029   
15.6128   291.812   
16.2133   295.225   
16.8138   296.697   
17.4143   295.046   
18.0148   293.133   
18.6153   291.733   
19.2157   290.785   
19.8162   289.247   
20.4167   287.358   
21.0172   285.668   
21.6177   284.669   
22.2182   284.074   
22.8187   283.307   
23.4192   282.602   
24.0197   281.848   
24.6202   280.946   
25.2207   280.18    
25.8212   279.651   
26.4216   279.009   
27.0221   278.084   
27.6226   277.001   
28.2231   275.878   
28.8236   274.772   
29.4241   273.732   
30.0246   272.83    
30.6251   272.173   
31.2256   271.839   
31.8261   271.733   
32.4266   271.593   
33.0271   271.245   
33.6276   270.704   
34.228    270.08    
34.8285   269.534   
35.429    269.322   
36.0295   269.743   
36.63     270.609   
37.2305   271.233   
37.831    271.438   
38.4315   271.357   
39.032    271.092   
39.6325   270.702   
40.233    270.23    
40.8335   269.713   
41.4339   269.171   
42.0344   268.62    
42.6349   268.097   
43.2354   267.65    
43.8359   267.263   
44.4364   266.818   
45.0369   266.23    
45.6374   265.524   
46.2379   264.874   
46.8384   264.782   
47.4389   266.028   
48.0394   267.546   
48.6399   268.147   
49.2403   268.412   
49.8408   268.487   
50.4413   268.149   
51.0418   267.284   
51.6423   265.997   
52.2428   264.474   
52.8433   262.859   
53.4438   261.231   
54.0443   259.628   
54.6448   258.063   
55.2453   256.541   
55.8458   255.059   
56.4462   253.615   
57.0467   252.206   
57.6472   250.827   
58.2477   249.478   
58.8482   248.155   
59.4487   246.857   
