#r        v         
0         0         
0.600492  41.3142   
1.20098   70.071    
1.80148   93.9642   
2.40197   111.689   
3.00246   125.764   
3.60295   139.008   
4.20344   151.929   
4.80394   161.797   
5.40443   171.454   
6.00492   180.263   
6.60541   189.215   
7.2059    198.661   
7.8064    208.236   
8.40689   217.946   
9.00738   227.716   
9.60787   238.271   
10.2084   249.095   
10.8089   257.622   
11.4093   264.605   
12.0098   270.257   
12.6103   275.747   
13.2108   281.343   
13.8113   288.652   
14.4118   294.356   
15.0123   297.399   
15.6128   297.479   
16.2133   295.43    
16.8138   292.541   
17.4143   289.872   
18.0148   288.334   
18.6153   287.671   
19.2157   287.451   
19.8162   286.517   
20.4167   285.099   
21.0172   283.773   
21.6177   283.06    
22.2182   282.688   
22.8187   282.095   
23.4192   281.527   
24.0197   280.88    
24.6202   280.065   
25.2207   279.372   
25.8212   278.904   
26.4216   278.315   
27.0221   277.434   
27.6226   276.39    
28.2231   275.302   
28.8236   274.227   
29.4241   273.215   
30.0246   272.34    
30.6251   271.708   
31.2256   271.397   
31.8261   271.312   
32.4266   271.192   
33.0271   270.862   
33.6276   270.338   
34.228    269.729   
34.8285   269.198   
35.429    268.999   
36.0295   269.434   
36.63     270.312   
37.2305   270.948   
37.831    271.164   
38.4315   271.092   
39.032    270.836   
39.6325   270.454   
40.233    269.991   
40.8335   269.481   
41.4339   268.947   
42.0344   268.404   
42.6349   267.887   
43.2354   267.447   
43.8359   267.066   
44.4364   266.628   
45.0369   266.044   
45.6374   265.343   
46.2379   264.698   
46.8384   264.611   
47.4389   265.862   
48.0394   267.386   
48.6399   267.993   
49.2403   268.262   
49.8408   268.342   
50.4413   268.008   
51.0418   267.147   
51.6423   265.864   
52.2428   264.344   
52.8433   262.731   
53.4438   261.106   
54.0443   259.505   
54.6448   257.944   
55.2453   256.424   
55.8458   254.945   
56.4462   253.503   
57.0467   252.096   
57.6472   250.719   
58.2477   249.372   
58.8482   248.051   
59.4487   246.755   
