#r        v         
0         0         
0.600492  39.5633   
1.20098   69.356    
1.80148   93.1823   
2.40197   111.615   
3.00246   127.264   
3.60295   141.942   
4.20344   155.796   
4.80394   171.665   
5.40443   181.296   
6.00492   186.109   
6.60541   190.527   
7.2059    197.187   
7.8064    207.531   
8.40689   217.934   
9.00738   229.11    
9.60787   237.821   
10.2084   245.135   
10.8089   249.291   
11.4093   249.578   
12.0098   251.816   
12.6103   262.997   
13.2108   278.159   
13.8113   294.632   
14.4118   303.694   
15.0123   306.66    
15.6128   306.273   
16.2133   303.88    
16.8138   300.631   
17.4143   297.518   
18.0148   295.455   
18.6153   294.226   
19.2157   293.394   
19.8162   291.873   
20.4167   289.929   
21.0172   288.124   
21.6177   286.969   
22.2182   286.199   
22.8187   285.256   
23.4192   284.381   
24.0197   283.465   
24.6202   282.414   
25.2207   281.508   
25.8212   280.85    
26.4216   280.092   
27.0221   279.062   
27.6226   277.886   
28.2231   276.679   
28.8236   275.497   
29.4241   274.389   
30.0246   273.426   
30.6251   272.713   
31.2256   272.328   
31.8261   272.176   
32.4266   271.995   
33.0271   271.611   
33.6276   271.037   
34.228    270.383   
34.8285   269.811   
35.429    269.574   
36.0295   269.972   
36.63     270.816   
37.2305   271.422   
37.831    271.61    
38.4315   271.513   
39.032    271.234   
39.6325   270.832   
40.233    270.349   
40.8335   269.821   
41.4339   269.27    
42.0344   268.71    
42.6349   268.179   
43.2354   267.725   
43.8359   267.331   
44.4364   266.881   
45.0369   266.286   
45.6374   265.575   
46.2379   264.92    
46.8384   264.823   
47.4389   266.065   
48.0394   267.579   
48.6399   268.176   
49.2403   268.438   
49.8408   268.51    
50.4413   268.17    
51.0418   267.303   
51.6423   266.014   
52.2428   264.489   
52.8433   262.872   
53.4438   261.242   
54.0443   259.637   
54.6448   258.071   
55.2453   256.548   
55.8458   255.065   
56.4462   253.619   
57.0467   252.208   
57.6472   250.829   
58.2477   249.478   
58.8482   248.155   
59.4487   246.856   
