#r        v         
0         0         
0.600492  42.5006   
1.20098   72.5275   
1.80148   96.8165   
2.40197   117.801   
3.00246   136.901   
3.60295   150.405   
4.20344   159.727   
4.80394   169.712   
5.40443   182.373   
6.00492   193.371   
6.60541   202.505   
7.2059    212.583   
7.8064    221.351   
8.40689   228.124   
9.00738   232.038   
9.60787   235.248   
10.2084   239.781   
10.8089   246.057   
11.4093   253.452   
12.0098   259.13    
12.6103   262.7     
13.2108   266.626   
13.8113   271.434   
14.4118   275.632   
15.0123   279.399   
15.6128   280.881   
16.2133   281.095   
16.8138   280.886   
17.4143   281.049   
18.0148   282.305   
18.6153   284.269   
19.2157   286.52    
19.8162   287.716   
20.4167   287.761   
21.0172   287.019   
21.6177   286.334   
22.2182   285.75    
22.8187   284.865   
23.4192   283.989   
24.0197   283.05    
24.6202   281.978   
25.2207   281.064   
25.8212   280.402   
26.4216   279.645   
27.0221   278.621   
27.6226   277.455   
28.2231   276.261   
28.8236   275.095   
29.4241   274.003   
30.0246   273.057   
30.6251   272.362   
31.2256   271.995   
31.8261   271.86    
32.4266   271.696   
33.0271   271.326   
33.6276   270.766   
34.228    270.126   
34.8285   269.565   
35.429    269.34    
36.0295   269.749   
36.63     270.604   
37.2305   271.218   
37.831    271.414   
38.4315   271.325   
39.032    271.053   
39.6325   270.657   
40.233    270.182   
40.8335   269.66    
41.4339   269.115   
42.0344   268.562   
42.6349   268.036   
43.2354   267.588   
43.8359   267.198   
44.4364   266.752   
45.0369   266.161   
45.6374   265.454   
46.2379   264.801   
46.8384   264.708   
47.4389   265.954   
48.0394   267.472   
48.6399   268.074   
49.2403   268.339   
49.8408   268.414   
50.4413   268.078   
51.0418   267.213   
51.6423   265.927   
52.2428   264.405   
52.8433   262.789   
53.4438   261.161   
54.0443   259.559   
54.6448   257.995   
55.2453   256.473   
55.8458   254.991   
56.4462   253.548   
57.0467   252.138   
57.6472   250.76    
58.2477   249.411   
58.8482   248.089   
59.4487   246.791   
